Original,Furigana,Level
血,ち,N4
チェック,チェック,N4
力,ちから,N4
些とも,ちっとも,N4
ちゃん,ちゃん,N4
注意,ちゅうい,N4
中学校,ちゅうがっこう,N4
注射,ちゅうしゃ,N4
駐車場,ちゅうしゃじょう,N4
地理,ちり,N4
捕まえる,つかまえる,N4
付く,つく,N4
漬ける,つける,N4
都合,つごう,N4
伝える,つたえる,N4
続く,つづく,N4
続ける,つづける,N4
包む,つつむ,N4
妻,つま,N4
端,つま,N4
積もり,つもり,N4
釣る,つる,N4
丁寧,ていねい,N4
テキスト,テキスト,N4
適当,てきとう,N4
手伝う,てつだう,N4
テニス,テニス,N4
手袋,てぶくろ,N4
寺,てら,N4
点,てん,N4
店員,てんいん,N4
天気予報,てんきよほう,N4
電灯,でんとう,N4
電報,でんぽう,N4
展覧会,てんらんかい,N4
都,と,N4
道具,どうぐ,N4
到頭,とうとう,N4
動物園,どうぶつえん,N4
遠く,とおく,N4
通る,とおる,N4
特に,とくに,N4
特別,とくべつ,N4
床屋,とこや,N4
途中,とちゅう,N4
特急,とっきゅう,N4
届ける,とどける,N4
泊まる,とまる,N4
止める,とめる,N4
取り替える,とりかえる,N4
泥棒,どろぼう,N4
どんどん,どんどん,N4
治す,なおす,N4
治る,なおる,N4
泣く,なく,N4
亡くなる,なくなる,N4
無くなる,なくなる,N4
投げる,なげる,N4
為さる,なさる,N4
鳴る,なる,N4
成るべく,なるべく,N4
なる程,なるほど,N4
慣れる,なれる,N4
苦い,にがい,N4
二階建て,にかいだて,N4
逃げる,にげる,N4
日記,にっき,N4
入院,にゅういん,N4
入学,にゅうがく,N4
似る,にる,N4
人形,にんぎょう,N4
盗む,ぬすむ,N4
塗る,ぬる,N4
濡れる,ぬれる,N4
値段,ねだん,N4
熱,ねつ,N4
寝坊,ねぼう,N4
眠い,ねむい,N4
眠る,ねむる,N4
残る,のこる,N4
乗り換える,のりかえる,N4
乗り物,のりもの,N4
葉,は,N4
パート,パート,N4
場合,ばあい,N4
倍,ばい,N4
拝見,はいけん,N4
歯医者,はいしゃ,N4
運ぶ,はこぶ,N4
始める,はじめる,N4
場所,ばしょ,N4
筈,はず,N4
恥ずかしい,はずかしい,N4
パソコン,パソコン,N4
発音,はつおん,N4
はっきり,はっきり,N4
花見,はなみ,N4
林,はやし,N4
払う,はらう,N4
番組,ばんぐみ,N4
反対,はんたい,N4
ハンドバッグ,ハンドバッグ,N4
日,ひ,N4
火,ひ,N4
ピアノ,ピアノ,N4
冷える,ひえる,N4
光,ひかり,N4
光,ひかり,N4
光る,ひかる,N4
引き出し,ひきだし,N4
引き出す,ひきだす,N4
髭,ひげ,N4
飛行場,ひこうじょう,N4
久しぶり,ひさしぶり,N4
美術館,びじゅつかん,N4
非常に,ひじょうに,N4
引っ越す,ひっこす,N4
必要,ひつよう,N4
酷い,ひどい,N4
開く,ひらく,N4
ビル,ビル,N4
昼間,ひるま,N4
昼休み,ひるやすみ,N4
拾う,ひろう,N4
ファックス,ファックス,N4
増える,ふえる,N4
深い,ふかい,N4
複雑,ふくざつ,N4
復習,ふくしゅう,N4
部長,ぶちょう,N4
普通,ふつう,N4
葡萄,ぶどう,N4
太る,ふとる,N4
布団,ふとん,N4
船,ふね,N4
不便,ふべん,N4
踏む,ふむ,N4
降り出す,ふりだす,N4
プレゼント,プレゼント,N4
文化,ぶんか,N4
文学,ぶんがく,N4
文法,ぶんぽう,N4
別,べつ,N4
ベル,ベル,N4
変,へん,N4
返事,へんじ,N4
貿易,ぼうえき,N4
法律,ほうりつ,N4
僕,ぼく,N4
星,ほし,N4
殆ど,ほとんど,N4
褒める,ほめる,N4
翻訳,ほんやく,N4
参る,まいる,N4
負ける,まける,N4
又は,または,N4
間違える,まちがえる,N4
間に合う,まにあう,N4
周り,まわり,N4
回る,まわる,N4
漫画,まんが,N4
真ん中,まんなか,N4
見える,みえる,N4
湖,みずうみ,N4
味噌,みそ,N4
見つかる,みつかる,N4
見つける,みつける,N4
港,みなと,N4
向かう,むかう,N4
迎える,むかえる,N4
昔,むかし,N4
虫,むし,N4
息子,むすこ,N4
娘,むすめ,N4
無理,むり,N4
召し上がる,めしあがる,N4
珍しい,めずらしい,N4
申し上げる,もうしあげる,N4
申す,もうす,N4
もう直ぐ,もうすぐ,N4
若し,もし,N4
戻る,もどる,N4
木綿,もめん,N4
森,もり,N4
焼く,やく,N4
約束,やくそく,N4
役に立つ,やくにたつ,N4
焼ける,やける,N4
優しい,やさしい,N4
痩せる,やせる,N4
やっと,やっと,N4
止む,やむ,N4
止める,やめる,N4
柔らかい,やわらかい,N4
湯,ゆ,N4
指,ゆび,N4
指輪,ゆびわ,N4
夢,ゆめ,N4
揺れる,ゆれる,N4
用,よう,N4
用意,ようい,N4
用事,ようじ,N4
汚れる,よごれる,N4
予習,よしゅう,N4
予定,よてい,N4
予約,よやく,N4
寄る,よる,N4
喜ぶ,よろこぶ,N4
理由,りゆう,N4
利用,りよう,N4
両方,りょうほう,N4
旅館,りょかん,N4
留守,るす,N4
冷房,れいぼう,N4
歴史,れきし,N4
レジ,レジ,N4
レポート,レポート,N4
連絡,れんらく,N4
ワープロ,ワープロ,N4
沸かす,わかす,N4
別れる,わかれる,N4
沸く,わく,N4
訳,わけ,N4
忘れ物,わすれもの,N4
笑う,わらう,N4
割合,わりあい,N4
割れる,われる,N4
内,うち,N4
遠慮,えんりょ,N4
音,おと,N4
硬い,かたい,N4
形,かたち,N4
喧嘩,けんか,N4
故障,こしょう,N4
コンピュータ,コンピュータ,N4
凄い,すごい,N4
すると,すると,N4
生産,せいさん,N4
そう,そう,N4
大抵,たいてい,N4
だから,だから,N4
止める,とめる,N4
入学,にゅうがく,N4
濡れる,ぬれる,N4
値段,ねだん,N4
船,ふね,N4
褒める,ほめる,N4
周り,まわり,N4
レポート,レポート,N4
赤ん坊,あかんぼう,N4
硬い,かたい,N4
けど,けど,N4
ご馳走,ごちそう,N4
探す,さがす,N4
再来月,さらいげつ,N4
再来週,さらいしゅう,N4
捨てる,すてる,N4
滑る,すべる,N4
掏摸,すり,N4
退院,たいいん,N4
大分,だいぶ,N4
漬ける,つける,N4
包む,つつむ,N4
床屋,とこや,N4
治す,なおす,N4
慣れる,なれる,N4
拝見,はいけん,N4
引き出す,ひきだす,N4
髭,ひげ,N4
増える,ふえる,N4
又は,または,N4
見つかる,みつかる,N4
見つける,みつける,N4
向かう,むかう,N4
柔らかい,やわらかい,N4
喜ぶ,よろこぶ,N4
レポート,レポート,N4
赤ちゃん,あかちゃん,N4
上がる,あがる,N4
集まる,あつまる,N4
苛める,いじめる,N4
お出でになる,おいでになる,N4
お蔭,おかげ,N4
起こす,おこす,N4
怒る,おこる,N4
落ちる,おちる,N4
仰る,おっしゃる,N4
音,おと,N4
落とす,おとす,N4
玩具,おもちゃ,N4
屹度,きっと,N4
決まる,きまる,N4
呉れる,くれる,N4
けど,けど,N4
子,こ,N4
答え,こたえ,N4
ご馳走,ごちそう,N4
この間,このあいだ,N4
この頃,このごろ,N4
込む,こむ,N4
下がる,さがる,N4
確り,しっかり,N4
暫く,しばらく,N4
其れで,それで,N4
其れに,それに,N4
それ程,それほど,N4
大事,だいじ,N4
楽しむ,たのしむ,N4
偶に,たまに,N4
些とも,ちっとも,N4
包む,つつむ,N4
積もり,つもり,N4
途中,とちゅう,N4
為さる,なさる,N4
筈,はず,N4
久しぶり,ひさしぶり,N4
酷い,ひどい,N4
昼間,ひるま,N4
殆ど,ほとんど,N4
真ん中,まんなか,N4
若し,もし,N4
木綿,もめん,N4
赤ちゃん,あかちゃん,N4
上がる,あがる,N4
集まる,あつまる,N4
苛める,いじめる,N4
お出でになる,おいでになる,N4
お蔭,おかげ,N4
起こす,おこす,N4
怒る,おこる,N4
落ちる,おちる,N4
仰る,おっしゃる,N4
音,おと,N4
落とす,おとす,N4
玩具,おもちゃ,N4
屹度,きっと,N4
決まる,きまる,N4
呉れる,くれる,N4
けど,けど,N4
子,こ,N4
答え,こたえ,N4
ご馳走,ごちそう,N4
この間,このあいだ,N4
この頃,このごろ,N4
込む,こむ,N4
下がる,さがる,N4
確り,しっかり,N4
暫く,しばらく,N4
其れで,それで,N4
其れに,それに,N4
それ程,それほど,N4
大事,だいじ,N4
楽しむ,たのしむ,N4
偶に,たまに,N4
些とも,ちっとも,N4
包む,つつむ,N4
積もり,つもり,N4
途中,とちゅう,N4
為さる,なさる,N4
筈,はず,N4
久しぶり,ひさしぶり,N4
酷い,ひどい,N4
昼間,ひるま,N4
殆ど,ほとんど,N4
真ん中,まんなか,N4
若し,もし,N4
木綿,もめん,N4
