Original,Furigana,Level
テンポ,テンポ,N2
電流,でんりゅう,N2
電力,でんりょく,N2
問い合わせ,といあわせ,N2
問い合わせ,といあわせ,N2
銅,どう,N2
統一,とういつ,N2
同格,どうかく,N2
峠,とうげ,N2
統計,とうけい,N2
統計,とうけい,N2
動作,どうさ,N2
東西,とうざい,N2
投書,とうしょ,N2
登場,とうじょう,N2
どうせ,どうせ,N2
どうぞ宜しく,どうぞよろしく,N2
灯台,とうだい,N2
盗難,とうなん,N2
当番,とうばん,N2
等分,とうぶん,N2
灯油,とうゆ,N2
東洋,とうよう,N2
童話,どうわ,N2
通りかかる,とおりかかる,N2
溶かす,とかす,N2
尖る,とがる,N2
ドキドキ,ドキドキ,N2
溶く,とく,N2
退く,どく,N2
特殊,とくしゅ,N2
特色,とくしょく,N2
特長,とくちょう,N2
特定,とくてい,N2
特売,とくばい,N2
溶け込む,とけこむ,N2
溶ける,とける,N2
床の間,とこのま,N2
所々,ところどころ,N2
所々,ところどころ,N2
都心,としん,N2
都心,としん,N2
戸棚,とだな,N2
疾っくに,とっくに,N2
どっと,どっと,N2
整う,ととのう,N2
止まる,とどまる,N2
怒鳴る,どなる,N2
飛び込む,とびこむ,N2
泊める,とめる,N2
捕らえる,とらえる,N2
取り入れる,とりいれる,N2
取り消す,とりけす,N2
取り出す,とりだす,N2
捕る,とる,N2
トレーニング,トレーニング,N2
丼,どんぶり,N2
内科,ないか,N2
内科,ないか,N2
ナイロン,ナイロン,N2
仲直り,なかなおり,N2
長引く,ながびく,N2
中身,なかみ,N2
中指,なかゆび,N2
仲良し,なかよし,N2
慰める,なぐさめる,N2
殴る,なぐる,N2
為す,なす,N2
謎々,なぞなぞ,N2
謎々,なぞなぞ,N2
傾らか,なだらか,N2
懐かしい,なつかしい,N2
撫でる,なでる,N2
何しろ,なにしろ,N2
何々,なになに,N2
何分,なにぶん,N2
生意気,なまいき,N2
並木,なみき,N2
並木,なみき,N2
鳴らす,ならす,N2
生る,なる,N2
南極,なんきょく,N2
何とも,なんとも,N2
ナンバー,ナンバー,N2
南米,なんべい,N2
南北,なんぼく,N2
煮える,にえる,N2
煮える,にえる,N2
匂う,におう,N2
逃がす,にがす,N2
逃がす,にがす,N2
憎い,にくい,N2
憎む,にくむ,N2
憎らしい,にくらしい,N2
ニコニコ,ニコニコ,N2
濁る,にごる,N2
虹,にじ,N2
日時,にちじ,N2
日用品,にちようひん,N2
日用品,にちようひん,N2
日課,にっか,N2
日課,にっか,N2
日程,にってい,N2
鈍い,にぶい,N2
女房,にょうぼう,N2
女房,にょうぼう,N2
睨む,にらむ,N2
煮る,にる,N2
俄,にわか,N2
俄,にわか,N2
縫う,ぬう,N2
滑る,ぬめる,N2
濡らす,ぬらす,N2
螺子,ねじ,N2
捩る,ねじる,N2
ネックレス,ネックレス,N2
熱する,ねっする,N2
寝巻き,ねまき,N2
狙い,ねらい,N2
狙い,ねらい,N2
狙う,ねらう,N2
年度,ねんど,N2
農産物,のうさんぶつ,N2
農村,のうそん,N2
濃度,のうど,N2
農薬,のうやく,N2
能率,のうりつ,N2
退ける,のける,N2
鋸,のこぎり,N2
残らず,のこらず,N2
覗く,のぞく,N2
上り,のぼり,N2
乗り換え,のりかえ,N2
載る,のる,N2
のろのろ,のろのろ,N2
呑気,のんき,N2
灰色,はいいろ,N2
俳句,はいく,N2
売店,ばいてん,N2
売店,ばいてん,N2
バイバイ,バイバイ,N2
売買,ばいばい,N2
這う,はう,N2
生える,はえる,N2
剥がす,はがす,N2
秤,はかり,N2
吐き気,はきけ,N2
はきはき,はきはき,N2
掃く,はく,N2
掃く,はく,N2
歯車,はぐるま,N2
バケツ,バケツ,N2
挟まる,はさまる,N2
挟む,はさむ,N2
梯子,はしご,N2
初めに,はじめに,N2
初めまして,はじめまして,N2
斜,はす,N2
外れる,はずれる,N2
パターン,パターン,N2
肌着,はだぎ,N2
果たして,はたして,N2
果たして,はたして,N2
鉢,はち,N2
発揮,はっき,N2
バック,バック,N2
発射,はっしゃ,N2
発射,はっしゃ,N2
発想,はっそう,N2
発電,はつでん,N2
×,ばってん,N2
発売,はつばい,N2
発売,はつばい,N2
派手,はで,N2
話し合い,はなしあい,N2
話しかける,はなしかける,N2
話し中,はなしちゅう,N2
甚だしい,はなはだしい,N2
花火,はなび,N2
花嫁,はなよめ,N2
放れる,はなれる,N2
発条,ばね,N2
跳ねる,はねる,N2
破片,はへん,N2
歯磨き,はみがき,N2
嵌める,はめる,N2
早口,はやくち,N2
流行る,はやる,N2
払い込む,はらいこむ,N2
払い戻す,はらいもどす,N2
バランス,バランス,N2
針金,はりがね,N2
張り切る,はりきる,N2
反映,はんえい,N2
半径,はんけい,N2
判子,はんこ,N2
万歳,ばんざい,N2
判事,はんじ,N2
反省,はんせい,N2
番地,ばんち,N2
パンツ,パンツ,N2
バンド,バンド,N2
半島,はんとう,N2
ハンドル,ハンドル,N2
日当たり,ひあたり,N2
比較的,ひかくてき,N2
日陰,ひかげ,N2
ピカピカ,ピカピカ,N2
引き受ける,ひきうける,N2
引き返す,ひきかえす,N2
引き算,ひきざん,N2
引き止める,ひきとめる,N2
卑怯,ひきょう,N2
引き分け,ひきわけ,N2
肘,ひじ,N2
ピストル,ピストル,N2
ビタミン,ビタミン,N2
ぴたり,ぴたり,N2
引っかかる,ひっかかる,N2
筆記,ひっき,N2
ひっくり返す,ひっくりかえす,N2
ひっくり返る,ひっくりかえる,N2
引っ越し,ひっこし,N2
引っ込む,ひっこむ,N2
必需品,ひつじゅひん,N2
人差し指,ひとさしゆび,N2
一通り,ひととおり,N2
人通り,ひとどおり,N2
瞳,ひとみ,N2
一休み,ひとやすみ,N2
独り言,ひとりごと,N2
独りでに,ひとりでに,N2
ビニール,ビニール,N2
皮肉,ひにく,N2
日日,ひにち,N2
捻る,ひねる,N2
日の入り,ひのいり,N2
日の出,ひので,N2
響き,ひびき,N2
響く,ひびく,N2
皮膚,ひふ,N2
百科事典,ひゃっかじてん,N2
美容,びよう,N2
表紙,ひょうし,N2
標識,ひょうしき,N2
標準,ひょうじゅん,N2
平仮名,ひらがな,N2
ビルディング,ビルディング,N2
昼寝,ひるね,N2
広げる,ひろげる,N2
広さ,ひろさ,N2
広場,ひろば,N2
広める,ひろめる,N2
ピンク,ピンク,N2
便箋,びんせん,N2
瓶詰め,びんづめ,N2
ファスナー,ファスナー,N2
風船,ふうせん,N2
不運,ふうん,N2
深まる,ふかまる,N2
不規則,ふきそく,N2
付近,ふきん,N2
拭く,ふく,N2
副詞,ふくし,N2
複写,ふくしゃ,N2
複数,ふくすう,N2
含める,ふくめる,N2
膨らむ,ふくらむ,N2
不潔,ふけつ,N2
更ける,ふける,N2
符号,ふごう,N2
夫妻,ふさい,N2
塞がる,ふさがる,N2
塞ぐ,ふさぐ,N2
巫山戯る,ふざける,N2
無沙汰,ぶさた,N2
武士,ぶし,N2
部首,ぶしゅ,N2
襖,ふすま,N2
付属,ふぞく,N2
付属,ふぞく,N2
蓋,ふた,N2
不通,ふつう,N2
打つかる,ぶつかる,N2
打付ける,ぶつける,N2
物騒,ぶっそう,N2
ぶつぶつ,ぶつぶつ,N2
船便,ふなびん,N2
部品,ぶひん,N2
吹雪,ふぶき,N2
父母,ふぼ,N2
踏切,ふみきり,N2
麓,ふもと,N2
増やす,ふやす,N2
フライパン,フライパン,N2
ブラウス,ブラウス,N2
ぶら下げる,ぶらさげる,N2
ブラシ,ブラシ,N2
プラスチック,プラスチック,N2
プラットホーム,プラットホーム,N2
フリー,フリー,N2
振り仮名,ふりがな,N2
プリント,プリント,N2
振る舞う,ふるまう,N2
ブローチ,ブローチ,N2
プログラム,プログラム,N2
風呂敷,ふろしき,N2
フワフワ,フワフワ,N2
噴火,ふんか,N2
分解,ぶんかい,N2
分解,ぶんかい,N2
文芸,ぶんげい,N2
文献,ぶんけん,N2
噴水,ふんすい,N2
分数,ぶんすう,N2
文体,ぶんたい,N2
分布,ぶんぷ,N2
文房具,ぶんぼうぐ,N2
文脈,ぶんみゃく,N2
分量,ぶんりょう,N2
分類,ぶんるい,N2
平気,へいき,N2
並行,へいこう,N2
並行,へいこう,N2
平日,へいじつ,N2
兵隊,へいたい,N2
平野,へいや,N2
凹む,へこむ,N2
臍,へそ,N2
隔てる,へだてる,N2
別荘,べっそう,N2
別々,べつべつ,N2
ベテラン,ベテラン,N2
ヘリコプター,ヘリコプター,N2
編集,へんしゅう,N2
便所,べんじょ,N2
ペンチ,ペンチ,N2
ボーナス,ボーナス,N2
望遠鏡,ぼうえんきょう,N2
方角,ほうがく,N2
箒,ほうき,N2
方言,ほうげん,N2
坊さん,ぼうさん,N2
防止,ぼうし,N2
方針,ほうしん,N2
包装,ほうそう,N2
法則,ほうそく,N2
包帯,ほうたい,N2
包丁,ほうちょう,N2
方程式,ほうていしき,N2
方程式,ほうていしき,N2
防犯,ぼうはん,N2
方面,ほうめん,N2
坊や,ぼうや,N2
放る,ほうる,N2
朗らか,ほがらか,N2
牧場,ぼくじょう,N2
牧畜,ぼくちく,N2
保健,ほけん,N2
干す,ほす,N2
ポスター,ポスター,N2
北極,ほっきょく,N2
解く,ほどく,N2
彫る,ほる,N2
掘る,ほる,N2
襤褸,ぼろ,N2
盆地,ぼんち,N2
本来,ほんらい,N2
まあまあ,まあまあ,N2
枚数,まいすう,N2
毎度,まいど,N2
マイナス,マイナス,N2
巻く,まく,N2
撒く,まく,N2
蒔く,まく,N2
枕,まくら,N2
曲げる,まげる,N2
まごまご,まごまご,N2
摩擦,まさつ,N2
混ざる,まざる,N2
混じる,まじる,N2
マスク,マスク,N2
混ぜる,まぜる,N2
跨ぐ,またぐ,N2
待合室,まちあいしつ,N2
待ち合わせる,まちあわせる,N2
街角,まちかど,N2
真っ暗,まっくら,N2
真っ黒,まっくろ,N2
真っ黒,まっくろ,N2
真っ青,まっさお,N2
真っ先,まっさき,N2
真っ先,まっさき,N2
真っ白,まっしろ,N2
真っ白,まっしろ,N2
祭る,まつる,N2
纏まる,まとまる,N2
纏める,まとめる,N2
真似る,まねる,N2
眩しい,まぶしい,N2
瞼,まぶた,N2
マフラー,マフラー,N2
間もなく,まもなく,N2
マラソン,マラソン,N2
稀,まれ,N2
回り道,まわりみち,N2
満員,まんいん,N2
マンション,マンション,N2
満点,まんてん,N2
見送る,みおくる,N2
見下ろす,みおろす,N2
見かけ,みかけ,N2
三日月,みかづき,N2
岬,みさき,N2
惨め,みじめ,N2
ミシン,ミシン,N2
店屋,みせや,N2
見出し,みだし,N2
見っともない,みっともない,N2
見直す,みなおす,N2
見慣れる,みなれる,N2
醜い,みにくい,N2
実る,みのる,N2
身分,みぶん,N2
見本,みほん,N2
見舞う,みまう,N2
未満,みまん,N2
名字,みょうじ,N2
ミリ,ミリ,N2
診る,みる,N2
民謡,みんよう,N2
剥く,むく,N2
無限,むげん,N2
無地,むじ,N2
蒸し暑い,むしあつい,N2
矛盾,むじゅん,N2
蒸す,むす,N2
無数,むすう,N2
紫,むらさき,N2
群れ,むれ,N2
メーター,メーター,N2
姪,めい,N2
名作,めいさく,N2
名刺,めいし,N2
名詞,めいし,N2
名所,めいしょ,N2
迷信,めいしん,N2
命ずる,めいずる,N2
名物,めいぶつ,N2
銘々,めいめい,N2
目上,めうえ,N2
恵まれる,めぐまれる,N2
巡る,めぐる,N2
目指す,めざす,N2
目覚まし,めざまし,N2
目下,めした,N2
目印,めじるし,N2
目立つ,めだつ,N2
目茶苦茶,めちゃくちゃ,N2
めっきり,めっきり,N2
メニュー,メニュー,N2
目眩,めまい,N2
目安,めやす,N2
免税,めんぜい,N2
面積,めんせき,N2
面接,めんせつ,N2
面接,めんせつ,N2
面倒くさい,めんどくさい,N2
モーター,モーター,N2
儲かる,もうかる,N2
儲ける,もうける,N2
申し訳ない,もうしわけない,N2
木材,もくざい,N2
目次,もくじ,N2
潜る,もぐる,N2
若しかしたら,もしかしたら,N2
若しかすると,もしかすると,N2
凭れる,もたれる,N2
モダン,モダン,N2
勿体ない,もったいない,N2
モデル,モデル,N2
元々,もともと,N2
物置,ものおき,N2
物指,ものさし,N2
物凄い,ものすごい,N2
モノレール,モノレール,N2
揉む,もむ,N2
催し,もよおし,N2
盛る,もる,N2
問答,もんどう,N2
喧しい,やかましい,N2
夜間,やかん,N2
薬缶,やかん,N2
役者,やくしゃ,N2
役所,やくしょ,N2
訳す,やくす,N2
役人,やくにん,N2
薬品,やくひん,N2
火傷,やけど,N2
夜行,やこう,N2
矢印,やじるし,N2
薬局,やっきょく,N2
遣っ付ける,やっつける,N2
矢っ張り,やっぱり,N2
家主,やぬし,N2
破く,やぶく,N2
破れる,やぶれる,N2
やむを得ない,やむをえない,N2
遊園地,ゆうえんち,N2
夕刊,ゆうかん,N2
友好,ゆうこう,N2
郵送,ゆうそう,N2
夕立,ゆうだち,N2
夕日,ゆうひ,N2
夕日,ゆうひ,N2
悠々,ゆうゆう,N2
有料,ゆうりょう,N2
有料,ゆうりょう,N2
浴衣,ゆかた,N2
湯気,ゆげ,N2
輸血,ゆけつ,N2
輸血,ゆけつ,N2
輸送,ゆそう,N2
油断,ゆだん,N2
茹でる,ゆでる,N2
湯のみ,ゆのみ,N2
緩い,ゆるい,N2
溶岩,ようがん,N2
容器,ようき,N2
用語,ようご,N2
用語,ようご,N2
要旨,ようし,N2
幼児,ようじ,N2
容積,ようせき,N2
幼稚,ようち,N2
幼稚,ようち,N2
幼稚園,ようちえん,N2
用途,ようと,N2
洋品店,ようひんてん,N2
養分,ようぶん,N2
羊毛,ようもう,N2
漸く,ようやく,N2
要領,ようりょう,N2
欲張り,よくばり,N2
欲張り,よくばり,N2
余計,よけい,N2
寄越す,よこす,N2
汚す,よごす,N2
寄せる,よせる,N2
余所,よそ,N2
四つ角,よつかど,N2
酔っ払い,よっぱらい,N2
呼びかける,よびかける,N2
呼び出す,よびだす,N2
因る,よる,N2
来日,らいにち,N2
落第,らくだい,N2
ラッシュアワー,ラッシュアワー,N2
欄,らん,N2
ランチ,ランチ,N2
ランニング,ランニング,N2
乱暴,らんぼう,N2
リズム,リズム,N2
リットル,リットル,N2
リボン,リボン,N2
略す,りゃくす,N2
流域,りゅういき,N2
寮,りょう,N2
両側,りょうがわ,N2
両側,りょうがわ,N2
漁師,りょうし,N2
領事,りょうじ,N2
領収,りょうしゅう,N2
例外,れいがい,N2
零点,れいてん,N2
冷凍,れいとう,N2
レインコート,レインコート,N2
レクリエーション,レクリエーション,N2
レジャー,レジャー,N2
列島,れっとう,N2
レベル,レベル,N2
煉瓦,れんが,N2
連合,れんごう,N2
レンズ,レンズ,N2
ローマ字,ローマじ,N2
ローンチ,ローンチ,N2
蝋燭,ろうそく,N2
録音,ろくおん,N2
ロッカー,ロッカー,N2
ロビー,ロビー,N2
論ずる,ろんずる,N2
和英,わえい,N2
分かれる,わかれる,N2
若々しい,わかわかしい,N2
湧く,わく,N2
詫びる,わびる,N2
和服,わふく,N2
割合に,わりあいに,N2
割り算,わりざん,N2
割と,わりと,N2
割引,わりびき,N2
椀,わん,N2
碗,わん,N2
ワンピース,ワンピース,N2
相変わらず,あいかわらず,N2
アイデア,アイデア,N2
曖昧,あいまい,N2
呆れる,あきれる,N2
当たり前,あたりまえ,N2
当てはまる,あてはまる,N2
当てはめる,あてはめる,N2
炙る,あぶる,N2
溢れる,あふれる,N2
粗筋,あらすじ,N2
彼此,あれこれ,N2
慌ただしい,あわただしい,N2
慌てる,あわてる,N2
行き成り,いきなり,N2
一々,いちいち,N2
一昨昨日,いっさくさくじつ,N2
一定,いってい,N2
いつの間にか,いつのまにか,N2
愈,いよいよ,N2
ウェイトレス,ウェイトレス,N2
浮かぶ,うかぶ,N2
受取り,うけとり,N2
打ち合わせ,うちあわせ,N2
饂飩,うどん,N2
売れ行き,うれゆき,N2
大雑把,おおざっぱ,N2
お陰様で,おかげさまで,N2
お菜,おかず,N2
押さえる,おさえる,N2
お先に,おさきに,N2
お邪魔します,おじゃまします,N2
お洒落,おしゃれ,N2
お大事に,おだいじに,N2
脅かす,おどかす,N2
大人しい,おとなしい,N2
お願いします,おねがいします,N2
お早う,おはよう,N2
お休み,おやすみ,N2
お休み,おやすみ,N2
お八つ,おやつ,N2
返る,かえる,N2
書き取り,かきとり,N2
畏まりました,かしこまりました,N2
箇所,かしょ,N2
齧る,かじる,N2
傾く,かたむく,N2
偏る,かたよる,N2
痒い,かゆい,N2
揶揄う,からかう,N2
歌留多,かるた,N2
可愛がる,かわいがる,N2
替わる,かわる,N2
冠,かんむり,N2
切っ掛け,きっかけ,N2
嚏,くしゃみ,N2
草臥れる,くたびれる,N2
下らない,くだらない,N2
くっ付く,くっつく,N2
くっ付ける,くっつける,N2
諄い,くどい,N2
組み合わせ,くみあわせ,N2
呉れ呉れも,くれぐれも,N2
気配,けはい,N2
ご苦労さま,ごくろうさま,N2
拵える,こしらえる,N2
ご馳走さま,ごちそうさま,N2
ご無沙汰,ごぶさた,N2
零す,こぼす,N2
零れる,こぼれる,N2
ご免ください,ごめんください,N2
今晩は,こんばんは,N2
遡る,さかのぼる,N2
錆,さび,N2
左様なら,さようなら,N2
爽やか,さわやか,N2
明々後日,しあさって,N2
尻尾,しっぽ,N2
痺れる,しびれる,N2
萎む,しぼむ,N2
沁み沁み,しみじみ,N2
締め切り,しめきり,N2
吃逆,しゃっくり,N2
じゃん拳,じゃんけん,N2
絨毯,じゅうたん,N2
重役,じゅうやく,N2
消耗,しょうもう,N2
知り合い,しりあい,N2
図々しい,ずうずうしい,N2
少なくとも,すくなくとも,N2
酸っぱい,すっぱい,N2
済まない,すまない,N2
すれ違う,すれちがう,N2
背負う,せおう,N2
是非とも,ぜひとも,N2
先々月,せんせんげつ,N2
先先週,せんせんしゅう,N2
率直,そっちょく,N2
その上,そのうえ,N2
その為,そのため,N2
その他,そのほか,N2
剃る,そる,N2
対立,たいりつ,N2
耐える,たえる,N2
忽ち,たちまち,N2
騙す,だます,N2
躊躇う,ためらう,N2
箪笥,たんす,N2
近々,ちかぢか,N2
付き合う,つきあう,N2
躓く,つまずく,N2
吊るす,つるす,N2
出入り口,でいりぐち,N2
出鱈目,でたらめ,N2
転々,てんてん,N2
天皇,てんのう,N2
銅,どう,N2
どうぞ宜しく,どうぞよろしく,N2
通りかかる,とおりかかる,N2
所々,ところどころ,N2
疾っくに,とっくに,N2
止まる,とどまる,N2
怒鳴る,どなる,N2
兎も角,ともかく,N2
捕らえる,とらえる,N2
中指,なかゆび,N2
殴る,なぐる,N2
何しろ,なにしろ,N2
倣う,ならう,N2
何となく,なんとなく,N2
何とも,なんとも,N2
憎い,にくい,N2
俄,にわか,N2
螺子,ねじ,N2
鋸,のこぎり,N2
乗り換え,のりかえ,N2
剥がす,はがす,N2
馬鹿らしい,ばからしい,N2
梯子,はしご,N2
初めまして,はじめまして,N2
果たして,はたして,N2
話し合い,はなしあい,N2
発条,ばね,N2
歯磨き,はみがき,N2
嵌める,はめる,N2
引き受ける,ひきうける,N2
引き分け,ひきわけ,N2
一まず,ひとまず,N2
独りでに,ひとりでに,N2
百科事典,ひゃっかじてん,N2
巫山戯る,ふざける,N2
付属,ふぞく,N2
蓋,ふた,N2
打付ける,ぶつける,N2
父母,ふぼ,N2
ぶら下げる,ぶらさげる,N2
並行,へいこう,N2
臍,へそ,N2
坊ちゃん,ぼっちゃん,N2
解く,ほどく,N2
襤褸,ぼろ,N2
跨ぐ,またぐ,N2
眩しい,まぶしい,N2
瞼,まぶた,N2
間もなく,まもなく,N2
三日月,みかづき,N2
惨め,みじめ,N2
見っともない,みっともない,N2
ミリ,ミリ,N2
目茶苦茶,めちゃくちゃ,N2
目出度い,めでたい,N2
若しかしたら,もしかしたら,N2
若しかすると,もしかすると,N2
凭れる,もたれる,N2
勿体ない,もったいない,N2
物置,ものおき,N2
喧しい,やかましい,N2
火傷,やけど,N2
夜行,やこう,N2
遣っ付ける,やっつける,N2
矢っ張り,やっぱり,N2
家主,やぬし,N2
やむを得ない,やむをえない,N2
茹でる,ゆでる,N2
寄越す,よこす,N2
汚す,よごす,N2
レクリエーション,レクリエーション,N2
ローマ字,ローマじ,N2
割合に,わりあいに,N2
割り算,わりざん,N2
割引,わりびき,N2
相変わらず,あいかわらず,N2
アイデア,アイデア,N2
曖昧,あいまい,N2
呆れる,あきれる,N2
当たり前,あたりまえ,N2
当てはまる,あてはまる,N2
当てはめる,あてはめる,N2
炙る,あぶる,N2
溢れる,あふれる,N2
粗筋,あらすじ,N2
彼此,あれこれ,N2
慌ただしい,あわただしい,N2
慌てる,あわてる,N2
行き成り,いきなり,N2
一々,いちいち,N2
一昨昨日,いっさくさくじつ,N2
一定,いってい,N2
いつの間にか,いつのまにか,N2
愈,いよいよ,N2
ウェイトレス,ウェイトレス,N2
浮かぶ,うかぶ,N2
受取り,うけとり,N2
打ち合わせ,うちあわせ,N2
饂飩,うどん,N2
売れ行き,うれゆき,N2
大雑把,おおざっぱ,N2
お陰様で,おかげさまで,N2
お菜,おかず,N2
押さえる,おさえる,N2
お先に,おさきに,N2
お邪魔します,おじゃまします,N2
お洒落,おしゃれ,N2
お大事に,おだいじに,N2
脅かす,おどかす,N2
大人しい,おとなしい,N2
お願いします,おねがいします,N2
お早う,おはよう,N2
お休み,おやすみ,N2
お休み,おやすみ,N2
お八つ,おやつ,N2
返る,かえる,N2
書き取り,かきとり,N2
畏まりました,かしこまりました,N2
箇所,かしょ,N2
齧る,かじる,N2
傾く,かたむく,N2
偏る,かたよる,N2
痒い,かゆい,N2
揶揄う,からかう,N2
歌留多,かるた,N2
可愛がる,かわいがる,N2
替わる,かわる,N2
冠,かんむり,N2
切っ掛け,きっかけ,N2
嚏,くしゃみ,N2
草臥れる,くたびれる,N2
下らない,くだらない,N2
くっ付く,くっつく,N2
くっ付ける,くっつける,N2
諄い,くどい,N2
組み合わせ,くみあわせ,N2
呉れ呉れも,くれぐれも,N2
気配,けはい,N2
ご苦労さま,ごくろうさま,N2
拵える,こしらえる,N2
ご馳走さま,ごちそうさま,N2
ご無沙汰,ごぶさた,N2
零す,こぼす,N2
零れる,こぼれる,N2
ご免ください,ごめんください,N2
今晩は,こんばんは,N2
遡る,さかのぼる,N2
錆,さび,N2
左様なら,さようなら,N2
爽やか,さわやか,N2
明々後日,しあさって,N2
尻尾,しっぽ,N2
痺れる,しびれる,N2
萎む,しぼむ,N2
沁み沁み,しみじみ,N2
締め切り,しめきり,N2
吃逆,しゃっくり,N2
じゃん拳,じゃんけん,N2
絨毯,じゅうたん,N2
重役,じゅうやく,N2
消耗,しょうもう,N2
知り合い,しりあい,N2
図々しい,ずうずうしい,N2
少なくとも,すくなくとも,N2
酸っぱい,すっぱい,N2
済まない,すまない,N2
すれ違う,すれちがう,N2
背負う,せおう,N2
是非とも,ぜひとも,N2
先々月,せんせんげつ,N2
先先週,せんせんしゅう,N2
率直,そっちょく,N2
その上,そのうえ,N2
その為,そのため,N2
その他,そのほか,N2
剃る,そる,N2
対立,たいりつ,N2
耐える,たえる,N2
忽ち,たちまち,N2
騙す,だます,N2
躊躇う,ためらう,N2
箪笥,たんす,N2
近々,ちかぢか,N2
付き合う,つきあう,N2
躓く,つまずく,N2
吊るす,つるす,N2
出入り口,でいりぐち,N2
出鱈目,でたらめ,N2
転々,てんてん,N2
天皇,てんのう,N2
銅,どう,N2
どうぞ宜しく,どうぞよろしく,N2
通りかかる,とおりかかる,N2
所々,ところどころ,N2
疾っくに,とっくに,N2
止まる,とどまる,N2
怒鳴る,どなる,N2
兎も角,ともかく,N2
捕らえる,とらえる,N2
中指,なかゆび,N2
殴る,なぐる,N2
何しろ,なにしろ,N2
倣う,ならう,N2
何となく,なんとなく,N2
何とも,なんとも,N2
憎い,にくい,N2
俄,にわか,N2
螺子,ねじ,N2
鋸,のこぎり,N2
乗り換え,のりかえ,N2
剥がす,はがす,N2
馬鹿らしい,ばからしい,N2
梯子,はしご,N2
初めまして,はじめまして,N2
果たして,はたして,N2
話し合い,はなしあい,N2
発条,ばね,N2
歯磨き,はみがき,N2
嵌める,はめる,N2
引き受ける,ひきうける,N2
引き分け,ひきわけ,N2
一まず,ひとまず,N2
独りでに,ひとりでに,N2
百科事典,ひゃっかじてん,N2
巫山戯る,ふざける,N2
付属,ふぞく,N2
蓋,ふた,N2
打付ける,ぶつける,N2
父母,ふぼ,N2
ぶら下げる,ぶらさげる,N2
並行,へいこう,N2
臍,へそ,N2
坊ちゃん,ぼっちゃん,N2
解く,ほどく,N2
襤褸,ぼろ,N2
跨ぐ,またぐ,N2
眩しい,まぶしい,N2
瞼,まぶた,N2
間もなく,まもなく,N2
三日月,みかづき,N2
惨め,みじめ,N2
見っともない,みっともない,N2
ミリ,ミリ,N2
目茶苦茶,めちゃくちゃ,N2
目出度い,めでたい,N2
若しかしたら,もしかしたら,N2
若しかすると,もしかすると,N2
凭れる,もたれる,N2
勿体ない,もったいない,N2
物置,ものおき,N2
喧しい,やかましい,N2
火傷,やけど,N2
夜行,やこう,N2
遣っ付ける,やっつける,N2
矢っ張り,やっぱり,N2
家主,やぬし,N2
やむを得ない,やむをえない,N2
茹でる,ゆでる,N2
寄越す,よこす,N2
汚す,よごす,N2
レクリエーション,レクリエーション,N2
ローマ字,ローマじ,N2
割合に,わりあいに,N2
割り算,わりざん,N2
割引,わりびき,N2
