Original,Furigana,Level
形容詞,けいようし,N2
形容動詞,けいようどうし,N2
外科,げか,N2
毛皮,けがわ,N2
激増,げきぞう,N2
下車,げしゃ,N2
下旬,げじゅん,N2
下旬,げじゅん,N2
下水,げすい,N2
下水,げすい,N2
削る,けずる,N2
削る,けずる,N2
桁,けた,N2
下駄,げた,N2
血圧,けつあつ,N2
血液,けつえき,N2
月給,げっきゅう,N2
傑作,けっさく,N2
月末,げつまつ,N2
気配,けはい,N2
下品,げひん,N2
煙い,けむい,N2
蹴る,ける,N2
険しい,けわしい,N2
見学,けんがく,N2
謙虚,けんきょ,N2
原稿,げんこう,N2
原産,げんさん,N2
原始,げんし,N2
研修,けんしゅう,N2
厳重,げんじゅう,N2
謙遜,けんそん,N2
県庁,けんちょう,N2
限度,げんど,N2
現に,げんに,N2
顕微鏡,けんびきょう,N2
原理,げんり,N2
原料,げんりょう,N2
碁,ご,N2
コース,コース,N2
コーラス,コーラス,N2
恋しい,こいしい,N2
請う,こう,N2
工員,こういん,N2
強引,ごういん,N2
高級,こうきゅう,N2
公共,こうきょう,N2
工芸,こうげい,N2
孝行,こうこう,N2
交差,こうさ,N2
講師,こうし,N2
工事,こうじ,N2
公式,こうしき,N2
口実,こうじつ,N2
斯うして,こうして,N2
校舎,こうしゃ,N2
公衆,こうしゅう,N2
香水,こうすい,N2
公正,こうせい,N2
功績,こうせき,N2
光線,こうせん,N2
高層,こうそう,N2
構造,こうぞう,N2
交代,こうたい,N2
耕地,こうち,N2
交通機関,こうつうきかん,N2
校庭,こうてい,N2
高度,こうど,N2
高等,こうとう,N2
合同,ごうどう,N2
後輩,こうはい,N2
公表,こうひょう,N2
鉱物,こうぶつ,N2
公務,こうむ,N2
項目,こうもく,N2
紅葉,こうよう,N2
合理,ごうり,N2
交流,こうりゅう,N2
合流,ごうりゅう,N2
効力,こうりょく,N2
焦がす,こがす,N2
国王,こくおう,N2
国籍,こくせき,N2
国立,こくりつ,N2
ご苦労さま,ごくろうさま,N2
焦げる,こげる,N2
凍える,こごえる,N2
心当たり,こころあたり,N2
心得る,こころえる,N2
腰掛け,こしかけ,N2
腰掛ける,こしかける,N2
五十音,ごじゅうおん,N2
胡椒,こしょう,N2
拵える,こしらえる,N2
擦る,こする,N2
個体,こたい,N2
ご馳走さま,ごちそうさま,N2
こちらこそ,こちらこそ,N2
小遣い,こづかい,N2
コック,コック,N2
こっそり,こっそり,N2
古典,こてん,N2
琴,こと,N2
言付ける,ことづける,N2
言葉遣い,ことばづかい,N2
此間,こないだ,N2
ご無沙汰,ごぶさた,N2
ご無沙汰,ごぶさた,N2
零す,こぼす,N2
零れる,こぼれる,N2
護謨,ゴム,N2
御免,ごめん,N2
ご免ください,ごめんください,N2
小指,こゆび,N2
娯楽,ごらく,N2
御覧,ごらん,N2
コレクション,コレクション,N2
転がす,ころがす,N2
転がる,ころがる,N2
紺,こん,N2
コンクール,コンクール,N2
混凝土,こんくりいと,N2
混合,こんごう,N2
コンセント,コンセント,N2
今晩は,こんばんは,N2
サークル,サークル,N2
在学,ざいがく,N2
再三,さいさん,N2
祭日,さいじつ,N2
催促,さいそく,N2
採点,さいてん,N2
災難,さいなん,N2
裁縫,さいほう,N2
材木,ざいもく,N2
サイレン,サイレン,N2
逆さま,さかさま,N2
遡る,さかのぼる,N2
酒場,さかば,N2
先ほど,さきほど,N2
裂く,さく,N2
索引,さくいん,N2
作者,さくしゃ,N2
削除,さくじょ,N2
作成,さくせい,N2
作製,さくせい,N2
探る,さぐる,N2
囁く,ささやく,N2
刺さる,ささる,N2
匙,さじ,N2
座敷,ざしき,N2
差し引き,さしひき,N2
刺身,さしみ,N2
刺す,さす,N2
挿す,さす,N2
注す,さす,N2
流石,さすが,N2
撮影,さつえい,N2
雑音,ざつおん,N2
早速,さっそく,N2
錆,さび,N2
錆びる,さびる,N2
座布団,ざぶとん,N2
冷ます,さます,N2
妨げる,さまたげる,N2
左様なら,さようなら,N2
サラリーマン,サラリーマン,N2
騒がしい,さわがしい,N2
爽やか,さわやか,N2
三角,さんかく,N2
算数,さんすう,N2
酸性,さんせい,N2
産地,さんち,N2
サンプル,サンプル,N2
山林,さんりん,N2
シーズン,シーズン,N2
シーツ,シーツ,N2
しーん,しーん,N2
仕上がる,しあがる,N2
明々後日,しあさって,N2
寺院,じいん,N2
自衛,じえい,N2
司会,しかい,N2
四角,しかく,N2
四角い,しかくい,N2
時間割,じかんわり,N2
四季,しき,N2
敷地,しきち,N2
敷地,しきち,N2
至急,しきゅう,N2
敷く,しく,N2
敷く,しく,N2
茂る,しげる,N2
持参,じさん,N2
磁石,じしゃく,N2
四捨五入,ししゃごにゅう,N2
始終,しじゅう,N2
自習,じしゅう,N2
静まる,しずまる,N2
姿勢,しせい,N2
自然科学,しぜんかがく,N2
時速,じそく,N2
時速,じそく,N2
子孫,しそん,N2
死体,したい,N2
下町,したまち,N2
自治,じち,N2
実感,じっかん,N2
湿気,しっけ,N2
しつこい,しつこい,N2
実績,じっせき,N2
湿度,しつど,N2
執筆,しっぴつ,N2
尻尾,しっぽ,N2
実用,じつよう,N2
実力,じつりょく,N2
実例,じつれい,N2
失恋,しつれん,N2
私鉄,してつ,N2
児童,じどう,N2
縛る,しばる,N2
地盤,じばん,N2
痺れる,しびれる,N2
紙幣,しへい,N2
萎む,しぼむ,N2
絞る,しぼる,N2
縞,しま,N2
地味,じみ,N2
地味,じみ,N2
沁み沁み,しみじみ,N2
氏名,しめい,N2
締め切り,しめきり,N2
締め切る,しめきる,N2
湿る,しめる,N2
ジャーナリスト,ジャーナリスト,N2
社会科学,しゃかいかがく,N2
しゃがむ,しゃがむ,N2
蛇口,じゃぐち,N2
弱点,じゃくてん,N2
車庫,しゃこ,N2
車掌,しゃしょう,N2
車掌,しゃしょう,N2
写生,しゃせい,N2
社説,しゃせつ,N2
吃逆,しゃっくり,N2
シャッター,シャッター,N2
しゃぶる,しゃぶる,N2
車輪,しゃりん,N2
洒落,しゃれ,N2
じゃん拳,じゃんけん,N2
集会,しゅうかい,N2
集金,しゅうきん,N2
集合,しゅうごう,N2
習字,しゅうじ,N2
修繕,しゅうぜん,N2
絨毯,じゅうたん,N2
終点,しゅうてん,N2
重点,じゅうてん,N2
周辺,しゅうへん,N2
重役,じゅうやく,N2
終了,しゅうりょう,N2
終了,しゅうりょう,N2
重量,じゅうりょう,N2
重力,じゅうりょく,N2
熟語,じゅくご,N2
祝日,しゅくじつ,N2
縮小,しゅくしょう,N2
縮小,しゅくしょう,N2
受験,じゅけん,N2
主語,しゅご,N2
出勤,しゅっきん,N2
述語,じゅつご,N2
出張,しゅっちょう,N2
寿命,じゅみょう,N2
主役,しゅやく,N2
受話器,じゅわき,N2
循環,じゅんかん,N2
巡査,じゅんさ,N2
順々,じゅんじゅん,N2
順序,じゅんじょ,N2
純情,じゅんじょう,N2
純粋,じゅんすい,N2
消化,しょうか,N2
小学生,しょうがくせい,N2
小学生,しょうがくせい,N2
仕様が無い,しようがない,N2
将棋,しょうぎ,N2
蒸気,じょうき,N2
定規,じょうぎ,N2
上級,じょうきゅう,N2
商業,しょうぎょう,N2
消極的,しょうきょくてき,N2
消極的,しょうきょくてき,N2
賞金,しょうきん,N2
上下,じょうげ,N2
障子,しょうじ,N2
商社,しょうしゃ,N2
乗車,じょうしゃ,N2
上旬,じょうじゅん,N2
小数,しょうすう,N2
生ずる,しょうずる,N2
商店,しょうてん,N2
消毒,しょうどく,N2
勝敗,しょうはい,N2
蒸発,じょうはつ,N2
賞品,しょうひん,N2
勝負,しょうぶ,N2
小便,しょうべん,N2
消防署,しょうぼうしょ,N2
正味,しょうみ,N2
省略,しょうりゃく,N2
初級,しょきゅう,N2
助教授,じょきょうじゅ,N2
食塩,しょくえん,N2
職人,しょくにん,N2
初旬,しょじゅん,N2
書籍,しょせき,N2
食器,しょっき,N2
ショップ,ショップ,N2
書店,しょてん,N2
書道,しょどう,N2
白髪,しらが,N2
シリーズ,シリーズ,N2
知り合い,しりあい,N2
私立,しりつ,N2
汁,しる,N2
芯,しん,N2
新幹線,しんかんせん,N2
真空,しんくう,N2
心身,しんしん,N2
信ずる,しんずる,N2
人造,じんぞう,N2
診断,しんだん,N2
侵入,しんにゅう,N2
人文科学,じんぶんかがく,N2
人命,じんめい,N2
人命,じんめい,N2
深夜,しんや,N2
森林,しんりん,N2
親類,しんるい,N2
針路,しんろ,N2
神話,しんわ,N2
酢,す,N2
水産,すいさん,N2
炊事,すいじ,N2
炊事,すいじ,N2
水蒸気,すいじょうき,N2
水素,すいそ,N2
垂直,すいちょく,N2
水滴,すいてき,N2
水滴,すいてき,N2
水筒,すいとう,N2
随筆,ずいひつ,N2
水分,すいぶん,N2
水平,すいへい,N2
水平線,すいへいせん,N2
水曜,すいよう,N2
図々しい,ずうずうしい,N2
末っ子,すえっこ,N2
スカーフ,スカーフ,N2
図鑑,ずかん,N2
図鑑,ずかん,N2
杉,すぎ,N2
好き嫌い,すききらい,N2
好き好き,すきずき,N2
透き通る,すきとおる,N2
隙間,すきま,N2
スクール,スクール,N2
少なくとも,すくなくとも,N2
図形,ずけい,N2
スケジュール,スケジュール,N2
涼む,すずむ,N2
スタート,スタート,N2
スチュワーデス,スチュワーデス,N2
すっきり,すっきり,N2
酸っぱい,すっぱい,N2
ステージ,ステージ,N2
ストッキング,ストッキング,N2
ストップ,ストップ,N2
素直,すなお,N2
頭脳,ずのう,N2
スピーカー,スピーカー,N2
図表,ずひょう,N2
スマート,スマート,N2
住まい,すまい,N2
済まない,すまない,N2
墨,すみ,N2
澄む,すむ,N2
相撲,すもう,N2
スライド,スライド,N2
滑らす,ずらす,N2
ずらり,ずらり,N2
刷る,する,N2
狡い,ずるい,N2
すれ違う,すれちがう,N2
寸法,すんぽう,N2
姓,せい,N2
税関,ぜいかん,N2
制作,せいさく,N2
製作,せいさく,N2
性質,せいしつ,N2
清書,せいしょ,N2
青少年,せいしょうねん,N2
清掃,せいそう,N2
生存,せいぞん,N2
生長,せいちょう,N2
政党,せいとう,N2
生年月日,せいねんがっぴ,N2
整備,せいび,N2
整備,せいび,N2
性別,せいべつ,N2
正方形,せいほうけい,N2
正門,せいもん,N2
成立,せいりつ,N2
成立,せいりつ,N2
西暦,せいれき,N2
背負う,せおう,N2
赤道,せきどう,N2
折角,せっかく,N2
接近,せっきん,N2
接する,せっする,N2
せっせと,せっせと,N2
接続,せつぞく,N2
瀬戸物,せともの,N2
是非とも,ぜひとも,N2
迫る,せまる,N2
ゼミ,ゼミ,N2
攻め手,せめて,N2
攻める,せめる,N2
セメント,セメント,N2
栓,せん,N2
前後,ぜんご,N2
洗剤,せんざい,N2
全身,ぜんしん,N2
扇子,せんす,N2
専制,せんせい,N2
先々月,せんせんげつ,N2
先先週,せんせんしゅう,N2
先祖,せんぞ,N2
センチ,センチ,N2
宣伝,せんでん,N2
宣伝,せんでん,N2
先頭,せんとう,N2
全般,ぜんぱん,N2
扇風機,せんぷうき,N2
線路,せんろ,N2
相違,そうい,N2
そう言えば,そういえば,N2
雑巾,ぞうきん,N2
増減,ぞうげん,N2
倉庫,そうこ,N2
相互,そうご,N2
創作,そうさく,N2
葬式,そうしき,N2
騒々しい,そうぞうしい,N2
増大,ぞうだい,N2
送別,そうべつ,N2
草履,ぞうり,N2
総理大臣,そうりだいじん,N2
属する,ぞくする,N2
続々,ぞくぞく,N2
速達,そくたつ,N2
測定,そくてい,N2
測量,そくりょう,N2
速力,そくりょく,N2
素質,そしつ,N2
祖先,そせん,N2
そそっかしい,そそっかしい,N2
率直,そっちょく,N2
そっと,そっと,N2
その上,そのうえ,N2
その頃,そのころ,N2
その為,そのため,N2
その他,そのほか,N2
蕎麦,そば,N2
剃る,そる,N2
剃る,そる,N2
それなのに,それなのに,N2
逸れる,それる,N2
揃う,そろう,N2
揃える,そろえる,N2
揃える,そろえる,N2
算盤,そろばん,N2
存じる,ぞんじる,N2
存ずる,ぞんずる,N2
損得,そんとく,N2
タイア,タイア,N2
ダイアグラム,ダイアグラム,N2
大学院,だいがくいん,N2
大工,だいく,N2
体系,たいけい,N2
体系,たいけい,N2
太鼓,たいこ,N2
対策,たいさく,N2
大して,たいして,N2
対照,たいしょう,N2
対照,たいしょう,N2
大小,だいしょう,N2
体操,たいそう,N2
大層,たいそう,N2
大木,たいぼく,N2
代名詞,だいめいし,N2
ダイヤモンド,ダイヤモンド,N2
ダイヤル,ダイヤル,N2
対立,たいりつ,N2
田植え,たうえ,N2
絶えず,たえず,N2
耐える,たえる,N2
楕円,だえん,N2
高める,たかめる,N2
耕す,たがやす,N2
滝,たき,N2
炊く,たく,N2
焚く,たく,N2
蓄える,たくわえる,N2
竹,たけ,N2
助かる,たすかる,N2
但し,ただし,N2
畳む,たたむ,N2
立ち止まる,たちどまる,N2
忽ち,たちまち,N2
建つ,たつ,N2
脱線,だっせん,N2
脱線,だっせん,N2
妥当,だとう,N2
例える,たとえる,N2
頼もしい,たのもしい,N2
頼もしい,たのもしい,N2
足袋,たび,N2
ダブル,ダブル,N2
騙す,だます,N2
溜まる,たまる,N2
ダム,ダム,N2
ため息,ためいき,N2
躊躇う,ためらう,N2
だらし無い,だらしない,N2
足る,たる,N2
段階,だんかい,N2
短期,たんき,N2
炭鉱,たんこう,N2
短所,たんしょ,N2
箪笥,たんす,N2
淡水,たんすい,N2
断水,だんすい,N2
断水,だんすい,N2
単数,たんすう,N2
団地,だんち,N2
断定,だんてい,N2
断定,だんてい,N2
短編,たんぺん,N2
田んぼ,たんぼ,N2
誓う,ちかう,N2
地下水,ちかすい,N2
地下水,ちかすい,N2
近々,ちかぢか,N2
近づける,ちかづける,N2
近寄る,ちかよる,N2
力強い,ちからづよい,N2
千切る,ちぎる,N2
地質,ちしつ,N2
知人,ちじん,N2
知人,ちじん,N2
地帯,ちたい,N2
縮む,ちぢむ,N2
縮める,ちぢめる,N2
縮れる,ちぢれる,N2
チップ,チップ,N2
地点,ちてん,N2
地名,ちめい,N2
茶色い,ちゃいろい,N2
着々,ちゃくちゃく,N2
中間,ちゅうかん,N2
中旬,ちゅうじゅん,N2
抽象,ちゅうしょう,N2
中世,ちゅうせい,N2
中性,ちゅうせい,N2
中途,ちゅうと,N2
中年,ちゅうねん,N2
チョーク,チョーク,N2
超過,ちょうか,N2
超過,ちょうか,N2
彫刻,ちょうこく,N2
長所,ちょうしょ,N2
調整,ちょうせい,N2
調節,ちょうせつ,N2
長短,ちょうたん,N2
頂点,ちょうてん,N2
長男,ちょうなん,N2
長方形,ちょうほうけい,N2
調味料,ちょうみりょう,N2
直後,ちょくご,N2
直線,ちょくせん,N2
直通,ちょくつう,N2
直流,ちょくりゅう,N2
貯蔵,ちょぞう,N2
直角,ちょっかく,N2
直径,ちょっけい,N2
散らかす,ちらかす,N2
散らかる,ちらかる,N2
散らす,ちらす,N2
ちり紙,ちりがみ,N2
散る,ちる,N2
追加,ついか,N2
序,ついで,N2
通貨,つうか,N2
通勤,つうきん,N2
通ずる,つうずる,N2
通知,つうち,N2
通知,つうち,N2
通帳,つうちょう,N2
通訳,つうやく,N2
通用,つうよう,N2
通路,つうろ,N2
付き合う,つきあう,N2
突き当たり,つきあたり,N2
突き当たる,つきあたる,N2
月日,つきひ,N2
点く,つく,N2
突く,つく,N2
突く,つく,N2
次ぐ,つぐ,N2
点ける,つける,N2
伝わる,つたわる,N2
突っ込む,つっこむ,N2
努める,つとめる,N2
綱,つな,N2
繋がり,つながり,N2
繋がる,つながる,N2
繋げる,つなげる,N2
粒,つぶ,N2
潰す,つぶす,N2
潰れる,つぶれる,N2
躓く,つまずく,N2
詰まる,つまる,N2
積む,つむ,N2
爪,つめ,N2
艶,つや,N2
強気,つよき,N2
釣り合う,つりあう,N2
吊る,つる,N2
吊るす,つるす,N2
テーマ,テーマ,N2
出合い,であい,N2
手洗い,てあらい,N2
定員,ていいん,N2
定員,ていいん,N2
定員,ていいん,N2
低下,ていか,N2
定価,ていか,N2
定価,ていか,N2
定期券,ていきけん,N2
定休日,ていきゅうび,N2
停止,ていし,N2
停車,ていしゃ,N2
停車,ていしゃ,N2
出入り,でいり,N2
出入り,でいり,N2
出入り口,でいりぐち,N2
出入り口,でいりぐち,N2
手入れ,ていれ,N2
出来上がり,できあがり,N2
出来上がる,できあがる,N2
的確,てきかく,N2
手首,てくび,N2
凸凹,でこぼこ,N2
出鱈目,でたらめ,N2
手帳,てちょう,N2
鉄橋,てっきょう,N2
鉄砲,てっぽう,N2
鉄砲,てっぽう,N2
テニスコート,テニスコート,N2
手ぬぐい,てぬぐい,N2
手前,てまえ,N2
出迎え,でむかえ,N2
照らす,てらす,N2
照る,てる,N2
展開,てんかい,N2
伝記,でんき,N2
電球,でんきゅう,N2
点数,てんすう,N2
点数,てんすう,N2
伝染,でんせん,N2
電池,でんち,N2
電柱,でんちゅう,N2
点々,てんてん,N2
転々,てんてん,N2
天皇,てんのう,N2
電波,でんぱ,N2
