Original,Furigana,Level
オートマチック,オートマチック,N1
オープン,オープン,N1
おい,おい,N1
甥,おい,N1
於て,おいて,N1
老いる,おいる,N1
老いる,おいる,N1
負う,おう,N1
応急,おうきゅう,N1
黄金,おうごん,N1
応募,おうぼ,N1
大方,おおかた,N1
大方,おおかた,N1
大柄,おおがら,N1
大げさ,おおげさ,N1
大筋,おおすじ,N1
大空,おおぞら,N1
大空,おおぞら,N1
大幅,おおはば,N1
大水,おおみず,N1
公,おおやけ,N1
侵す,おかす,N1
犯す,おかす,N1
臆病,おくびょう,N1
遅らす,おくらす,N1
遅れ,おくれ,N1
厳か,おごそか,N1
行い,おこない,N1
奢る,おごる,N1
長,おさ,N1
収まる,おさまる,N1
治まる,おさまる,N1
お産,おさん,N1
お祖父さん,おじいさん,N1
教え,おしえ,N1
教え,おしえ,N1
押し込む,おしこむ,N1
惜しむ,おしむ,N1
押し寄せる,おしよせる,N1
雄,おす,N1
お世辞,おせじ,N1
襲う,おそう,N1
遅くとも,おそくとも,N1
恐れ,おそれ,N1
恐れ入る,おそれいる,N1
煽てる,おだてる,N1
落ち込む,おちこむ,N1
落ち着き,おちつき,N1
落ち葉,おちば,N1
落ち葉,おちば,N1
乙,おつ,N1
お使い,おつかい,N1
おっかない,おっかない,N1
ＯＫ,オッケー,N1
お手上げ,おてあげ,N1
オドオド,オドオド,N1
脅す,おどす,N1
訪れる,おとずれる,N1
お供,おとも,N1
衰える,おとろえる,N1
驚き,おどろき,N1
同い年,おないどし,N1
自ずから,おのずから,N1
怯える,おびえる,N1
夥しい,おびただしい,N1
帯びる,おびる,N1
帯びる,おびる,N1
覚え,おぼえ,N1
お宮,おみや,N1
お襁褓,おむつ,N1
思いつき,おもいつき,N1
面,おもて,N1
主なる,おもなる,N1
趣,おもむき,N1
重んじる,おもんじる,N1
重んずる,おもんずる,N1
及び,および,N1
及ぶ,およぶ,N1
檻,おり,N1
織り,おり,N1
オリエンテーション,オリエンテーション,N1
織物,おりもの,N1
織る,おる,N1
織る,おる,N1
俺,おれ,N1
オレンジ,オレンジ,N1
愚か,おろか,N1
疎か,おろそか,N1
オンライン,オンライン,N1
温和,おんわ,N1
科,か,N1
箇,か,N1
カーペット,カーペット,N1
下位,かい,N1
階,かい,N1
街,がい,N1
改悪,かいあく,N1
海運,かいうん,N1
外貨,がいか,N1
改革,かいかく,N1
貝殻,かいがら,N1
外観,がいかん,N1
階級,かいきゅう,N1
海峡,かいきょう,N1
会見,かいけん,N1
介護,かいご,N1
開催,かいさい,N1
回収,かいしゅう,N1
改修,かいしゅう,N1
怪獣,かいじゅう,N1
解除,かいじょ,N1
外相,がいしょう,N1
害する,がいする,N1
概説,がいせつ,N1
回送,かいそう,N1
階層,かいそう,N1
開拓,かいたく,N1
会談,かいだん,N1
改定,かいてい,N1
改訂,かいてい,N1
ガイド,ガイド,N1
街道,かいどう,N1
街道,かいどう,N1
街頭,がいとう,N1
ガイドブック,ガイドブック,N1
介入,かいにゅう,N1
概念,がいねん,N1
開発,かいはつ,N1
海抜,かいばつ,N1
介抱,かいほう,N1
解剖,かいぼう,N1
外来,がいらい,N1
外来,がいらい,N1
回覧,かいらん,N1
概略,がいりゃく,N1
海流,かいりゅう,N1
改良,かいりょう,N1
回路,かいろ,N1
海路,かいろ,N1
顧みる,かえりみる,N1
顔つき,かおつき,N1
課外,かがい,N1
掲げる,かかげる,N1
踵,かかと,N1
書き取る,かきとる,N1
掻き回す,かきまわす,N1
佳句,かく,N1
核,かく,N1
格,かく,N1
欠く,かく,N1
画,かく,N1
角,かく,N1
学芸,がくげい,N1
格差,かくさ,N1
学士,がくし,N1
各種,かくしゅ,N1
隔週,かくしゅう,N1
隔週,かくしゅう,N1
確信,かくしん,N1
革新,かくしん,N1
学説,がくせつ,N1
確定,かくてい,N1
カクテル,カクテル,N1
獲得,かくとく,N1
楽譜,がくふ,N1
確保,かくほ,N1
革命,かくめい,N1
確立,かくりつ,N1
学歴,がくれき,N1
学歴,がくれき,N1
掛け,かけ,N1
崖,がけ,N1
駆け足,かけあし,N1
家計,かけい,N1
ヶ月,かげつ,N1
駆けっこ,かけっこ,N1
翔る,かける,N1
賭ける,かける,N1
駆ける,かける,N1
駆ける,かける,N1
加工,かこう,N1
化合,かごう,N1
化合,かごう,N1
風車,かざぐるま,N1
嵩張る,かさばる,N1
嵩む,かさむ,N1
華奢,かしゃ,N1
箇条書き,かじょうがき,N1
微か,かすか,N1
化する,かする,N1
掠る,かする,N1
火星,かせい,N1
化石,かせき,N1
化石,かせき,N1
化繊,かせん,N1
河川,かせん,N1
過疎,かそ,N1
過多,かた,N1
難い,かたい,N1
課題,かだい,N1
片思い,かたおもい,N1
敵,かたき,N1
片言,かたこと,N1
傾ける,かたむける,N1
傾ける,かたむける,N1
固める,かためる,N1
傍ら,かたわら,N1
花壇,かだん,N1
雅致,がち,N1
家畜,かちく,N1
且つ,かつ,N1
画期,かっき,N1
がっくり,がっくり,N1
合唱,がっしょう,N1
合唱,がっしょう,N1
がっしり,がっしり,N1
合致,がっち,N1
がっちり,がっちり,N1
嘗て,かつて,N1
カット,カット,N1
活発,かっぱつ,N1
月日,がっぴ,N1
合併,がっぺい,N1
カテゴリー,カテゴリー,N1
哉,かな,N1
叶う,かなう,N1
叶える,かなえる,N1
金槌,かなづち,N1
加入,かにゅう,N1
金蔵,かねぐら,N1
予て,かねて,N1
予て,かねて,N1
華美,かび,N1
下品,かひん,N1
株式,かぶしき,N1
株式,かぶしき,N1
気触れる,かぶれる,N1
貨幣,かへい,N1
構え,かまえ,N1
構える,かまえる,N1
加味,かみ,N1
噛み切る,かみきる,N1
過密,かみつ,N1
カムバック,カムバック,N1
甕,かめ,N1
カメラマン,カメラマン,N1
体つき,からだつき,N1
絡む,からむ,N1
下吏,かり,N1
下吏,かり,N1
仮,かり,N1
借り,かり,N1
借り,かり,N1
がる,がる,N1
カルテ,カルテ,N1
ガレージ,ガレージ,N1
涸れる,かれる,N1
過労,かろう,N1
辛うじて,かろうじて,N1
側,がわ,N1
代わる代わる,かわるがわる,N1
観,かん,N1
館,かん,N1
癌,がん,N1
簡易,かんい,N1
眼科,がんか,N1
感慨,かんがい,N1
眼球,がんきゅう,N1
簡潔,かんけつ,N1
簡潔,かんけつ,N1
還元,かんげん,N1
漢語,かんご,N1
看護,かんご,N1
頑固,がんこ,N1
刊行,かんこう,N1
慣行,かんこう,N1
勧告,かんこく,N1
監視,かんし,N1
慣習,かんしゅう,N1
観衆,かんしゅう,N1
願書,がんしょ,N1
干渉,かんしょう,N1
頑丈,がんじょう,N1
感触,かんしょく,N1
歓声,かんせい,N1
関税,かんぜい,N1
岩石,がんせき,N1
幹線,かんせん,N1
感染,かんせん,N1
簡素,かんそ,N1
観点,かんてん,N1
感度,かんど,N1
カンニング,カンニング,N1
元年,がんねん,N1
幹部,かんぶ,N1
完璧,かんぺき,N1
勘弁,かんべん,N1
感無量,かんむりょう,N1
勧誘,かんゆう,N1
関与,かんよ,N1
関与,かんよ,N1
寛容,かんよう,N1
元来,がんらい,N1
元来,がんらい,N1
観覧,かんらん,N1
官僚,かんりょう,N1
慣例,かんれい,N1
還暦,かんれき,N1
貫禄,かんろく,N1
緩和,かんわ,N1
期,き,N1
生,き,N1
議案,ぎあん,N1
危害,きがい,N1
企画,きかく,N1
規格,きかく,N1
着飾る,きかざる,N1
気兼ね,きがね,N1
気軽,きがる,N1
季刊,きかん,N1
危機,きき,N1
聞き取り,ききとり,N1
帰京,ききょう,N1
戯曲,ぎきょく,N1
基金,ききん,N1
喜劇,きげき,N1
喜劇,きげき,N1
議決,ぎけつ,N1
棄権,きけん,N1
起源,きげん,N1
既婚,きこん,N1
気障,きざ,N1
記載,きさい,N1
兆し,きざし,N1
兆し,きざし,N1
気質,きしつ,N1
期日,きじつ,N1
議事堂,ぎじどう,N1
軋む,きしむ,N1
記述,きじゅつ,N1
記述,きじゅつ,N1
気象,きしょう,N1
奇数,きすう,N1
築く,きずく,N1
傷つく,きずつく,N1
規制,きせい,N1
犠牲,ぎせい,N1
汽船,きせん,N1
偽造,ぎぞう,N1
貴族,きぞく,N1
議題,ぎだい,N1
鍛える,きたえる,N1
気立て,きだて,N1
来る,きたる,N1
きちっと,きちっと,N1
几帳面,きちょうめん,N1
きっかり,きっかり,N1
喫茶,きっさ,N1
きっちり,きっちり,N1
きっぱり,きっぱり,N1
規定,きてい,N1
起点,きてん,N1
軌道,きどう,N1
技能,ぎのう,N1
甲,きのえ,N1
軌範,きはん,N1
気品,きひん,N1
気風,きふう,N1
起伏,きふく,N1
規模,きぼ,N1
規模,きぼ,N1
気まぐれ,きまぐれ,N1
生真面目,きまじめ,N1
期末,きまつ,N1
きまり悪い,きまりわるい,N1
記名,きめい,N1
規約,きやく,N1
規約,きやく,N1
逆転,ぎゃくてん,N1
脚本,きゃくほん,N1
客観,きゃっかん,N1
キャッチ,キャッチ,N1
キャリア,キャリア,N1
休学,きゅうがく,N1
究極,きゅうきょく,N1
窮屈,きゅうくつ,N1
球根,きゅうこん,N1
救済,きゅうさい,N1
旧事,きゅうじ,N1
給仕,きゅうじ,N1
給食,きゅうしょく,N1
給食,きゅうしょく,N1
休戦,きゅうせん,N1
旧知,きゅうち,N1
宮殿,きゅうでん,N1
窮乏,きゅうぼう,N1
寄与,きよ,N1
行,ぎょう,N1
驚異,きょうい,N1
驚異,きょうい,N1
教員,きょういん,N1
教員,きょういん,N1
教科,きょうか,N1
協会,きょうかい,N1
共学,きょうがく,N1
共感,きょうかん,N1
協議,きょうぎ,N1
境遇,きょうぐう,N1
教訓,きょうくん,N1
強硬,きょうこう,N1
強行,きょうこう,N1
教材,きょうざい,N1
業者,ぎょうしゃ,N1
享受,きょうじゅ,N1
教習,きょうしゅう,N1
郷愁,きょうしゅう,N1
教職,きょうしょく,N1
興じる,きょうじる,N1
供する,きょうする,N1
行政,ぎょうせい,N1
業績,ぎょうせき,N1
共存,きょうぞん,N1
協調,きょうちょう,N1
協定,きょうてい,N1
脅迫,きょうはく,N1
業務,ぎょうむ,N1
郷里,きょうり,N1
強烈,きょうれつ,N1
共和,きょうわ,N1
共和,きょうわ,N1
曲,きょく,N1
玉,ぎょく,N1
局限,きょくげん,N1
極端,きょくたん,N1
居住,きょじゅう,N1
拒絶,きょぜつ,N1
漁船,ぎょせん,N1
漁村,ぎょそん,N1
拒否,きょひ,N1
許容,きょよう,N1
清らか,きよらか,N1
距離,きょり,N1
気楽,きらく,N1
煌びやか,きらびやか,N1
切り,きり,N1
桐,きり,N1
切り替える,きりかえる,N1
気流,きりゅう,N1
際,きわ,N1
疑惑,ぎわく,N1
疑惑,ぎわく,N1
極めて,きわめて,N1
近眼,きんがん,N1
緊急,きんきゅう,N1
近視,きんし,N1
近視,きんし,N1
禁じる,きんじる,N1
禁ずる,きんずる,N1
勤勉,きんべん,N1
吟味,ぎんみ,N1
吟味,ぎんみ,N1
勤務,きんむ,N1
禁物,きんもつ,N1
禁物,きんもつ,N1
勤労,きんろう,N1
区,く,N1
クイズ,クイズ,N1
食い違う,くいちがう,N1
空腹,くうふく,N1
区間,くかん,N1
茎,くき,N1
茎,くき,N1
区切り,くぎり,N1
潜る,くぐる,N1
くじ引き,くじびき,N1
擽ったい,くすぐったい,N1
件,くだん,N1
愚痴,ぐち,N1
口ずさむ,くちずさむ,N1
朽ちる,くちる,N1
覆す,くつがえす,N1
覆す,くつがえす,N1
くっきり,くっきり,N1
屈折,くっせつ,N1
ぐっと,ぐっと,N1
首飾り,くびかざり,N1
首輪,くびわ,N1
組み合わせる,くみあわせる,N1
蔵,くら,N1
くらい,くらい,N1
クラブ,クラブ,N1
倶楽部,クラブ,N1
グラフ,グラフ,N1
苦しめる,くるしめる,N1
グレー,グレー,N1
クレーン,クレーン,N1
玄人,くろうと,N1
黒字,くろじ,N1
群,ぐん,N1
軍事,ぐんじ,N1
君主,くんしゅ,N1
群集,ぐんしゅう,N1
軍備,ぐんび,N1
軍服,ぐんぷく,N1
刑,けい,N1
系,けい,N1
頃,けい,N1
経過,けいか,N1
軽快,けいかい,N1
契機,けいき,N1
計器,けいき,N1
計器,けいき,N1
敬具,けいぐ,N1
敬具,けいぐ,N1
軽減,けいげん,N1
掲載,けいさい,N1
傾斜,けいしゃ,N1
形勢,けいせい,N1
形成,けいせい,N1
軽率,けいそつ,N1
形態,けいたい,N1
携帯,けいたい,N1
刑罰,けいばつ,N1
刑罰,けいばつ,N1
刑罰,けいばつ,N1
経費,けいひ,N1
警部,けいぶ,N1
警部,けいぶ,N1
軽蔑,けいべつ,N1
経歴,けいれき,N1
経路,けいろ,N1
汚らわしい,けがらわしい,N1
汚れ,けがれ,N1
汚れる,けがれる,N1
劇団,げきだん,N1
激励,げきれい,N1
ゲスト,ゲスト,N1
決意,けつい,N1
血管,けっかん,N1
決議,けつぎ,N1
決行,けっこう,N1
結合,けつごう,N1
決算,けっさん,N1
月謝,げっしゃ,N1
決勝,けっしょう,N1
結晶,けっしょう,N1
結晶,けっしょう,N1
結成,けっせい,N1
結束,けっそく,N1
げっそり,げっそり,N1
決断,けつだん,N1
月賦,げっぷ,N1
欠乏,けつぼう,N1
蹴飛ばす,けとばす,N1
貶す,けなす,N1
煙たい,けむたい,N1
煙る,けむる,N1
獣,けもの,N1
家来,けらい,N1
圏,けん,N1
権,けん,N1
原,げん,N1
権威,けんい,N1
兼業,けんぎょう,N1
原形,げんけい,N1
権限,けんげん,N1
現行,げんこう,N1
現行,げんこう,N1
健在,けんざい,N1
原作,げんさく,N1
検事,けんじ,N1
元首,げんしゅ,N1
原書,げんしょ,N1
懸賞,けんしょう,N1
懸賞,けんしょう,N1
減少,げんしょう,N1
健全,けんぜん,N1
健全,けんぜん,N1
元素,げんそ,N1
現像,げんぞう,N1
原則,げんそく,N1
見地,けんち,N1
現地,げんち,N1
限定,げんてい,N1
原典,げんてん,N1
原点,げんてん,N1
減点,げんてん,N1
原爆,げんばく,N1
原文,げんぶん,N1
賢明,けんめい,N1
倹約,けんやく,N1
原油,げんゆ,N1
原油,げんゆ,N1
兼用,けんよう,N1
権力,けんりょく,N1
言論,げんろん,N1
戸,こ,N1
故,こ,N1
コーナー,コーナー,N1
語彙,ごい,N1
恋する,こいする,N1
恋する,こいする,N1
校,こう,N1
溝,こう,N1
号,ごう,N1
壕,ごう,N1
業,ごう,N1
好意,こうい,N1
行為,こうい,N1
合意,ごうい,N1
行員,こういん,N1
交易,こうえき,N1
公演,こうえん,N1
公開,こうかい,N1
公開,こうかい,N1
公開,こうかい,N1
後悔,こうかい,N1
航海,こうかい,N1
抗議,こうぎ,N1
合議,ごうぎ,N1
豪儀,ごうぎ,N1
皇居,こうきょ,N1
好況,こうきょう,N1
興業,こうぎょう,N1
鉱業,こうぎょう,N1
高原,こうげん,N1
交互,こうご,N1
煌々,こうこう,N1
考古学,こうこがく,N1
工作,こうさく,N1
耕作,こうさく,N1
鉱山,こうざん,N1
講習,こうしゅう,N1
口述,こうじゅつ,N1
控除,こうじょ,N1
交渉,こうしょう,N1
高尚,こうしょう,N1
向上,こうじょう,N1
行進,こうしん,N1
香辛料,こうしんりょう,N1
降水,こうすい,N1
洪水,こうずい,N1
合成,ごうせい,N1
公然,こうぜん,N1
抗争,こうそう,N1
構想,こうそう,N1
拘束,こうそく,N1
光沢,こうたく,N1
公団,こうだん,N1
好調,こうちょう,N1
口頭,こうとう,N1
口頭,こうとう,N1
講読,こうどく,N1
購読,こうどく,N1
購入,こうにゅう,N1
公認,こうにん,N1
光熱費,こうねつひ,N1
荒廃,こうはい,N1
購買,こうばい,N1
好評,こうひょう,N1
降伏,こうふく,N1
興奮,こうふん,N1
公募,こうぼ,N1
巧妙,こうみょう,N1
公用,こうよう,N1
公立,こうりつ,N1
効率,こうりつ,N1
護衛,ごえい,N1
小柄,こがら,N1
小柄,こがら,N1
小切手,こぎって,N1
漕ぐ,こぐ,N1
語句,ごく,N1
国産,こくさん,N1
国定,こくてい,N1
国土,こくど,N1
国土,こくど,N1
国防,こくぼう,N1
国有,こくゆう,N1
極楽,ごくらく,N1
国連,こくれん,N1
こげ茶,こげちゃ,N1
語源,ごげん,N1
心地,ここち,N1
心地,ここち,N1
凝らす,こごらす,N1
凝る,こごる,N1
心得,こころえ,N1
心がけ,こころがけ,N1
心がける,こころがける,N1
志,こころざし,N1
志,こころざし,N1
志,こころざし,N1
志,こころざし,N1
志す,こころざす,N1
心強い,こころづよい,N1
心細い,こころぼそい,N1
心細い,こころぼそい,N1
試み,こころみ,N1
試みる,こころみる,N1
快い,こころよい,N1
誤差,ごさ,N1
御座います,ございます,N1
孤児,こじ,N1
拗れる,こじれる,N1
梢,こずえ,N1
小銭,こぜに,N1
固体,こたい,N1
古代,こだい,N1
炬燵,こたつ,N1
拘る,こだわる,N1
誇張,こちょう,N1
骨,こつ,N1
滑稽,こっけい,N1
国交,こっこう,N1
骨董品,こっとうひん,N1
固定,こてい,N1
毎,ごと,N1
事柄,ことがら,N1
孤独,こどく,N1
悉く,ことごとく,N1
言伝,ことづて,N1
殊に,ことに,N1
事によると,ことによると,N1
粉々,こなごな,N1
好ましい,このましい,N1
碁盤,ごばん,N1
個別,こべつ,N1
コマーシャル,コマーシャル,N1
誤魔化す,ごまかす,N1
細やか,こまやか,N1
コミュニケーション,コミュニケーション,N1
込める,こめる,N1
コメント,コメント,N1
籠もる,こもる,N1
籠もる,こもる,N1
籠もる,こもる,N1
固有,こゆう,N1
雇用,こよう,N1
暦,こよみ,N1
御覧なさい,ごらんなさい,N1
孤立,こりつ,N1
懲りる,こりる,N1
魂,こん,N1
根気,こんき,N1
根拠,こんきょ,N1
混血,こんけつ,N1
混血,こんけつ,N1
根源,こんげん,N1
コンタクト,コンタクト,N1
昆虫,こんちゅう,N1
根底,こんてい,N1
根底,こんてい,N1
コンテスト,コンテスト,N1
混同,こんどう,N1
コントラスト,コントラスト,N1
コントロール,コントロール,N1
コンパス,コンパス,N1
再,さい,N1
差異,さい,N1
財,ざい,N1
財,ざい,N1
再会,さいかい,N1
災害,さいがい,N1
細菌,さいきん,N1
細工,さいく,N1
採掘,さいくつ,N1
サイクル,サイクル,N1
採決,さいけつ,N1
再建,さいけん,N1
再建,さいけん,N1
財源,ざいげん,N1
在庫,ざいこ,N1
採算,さいさん,N1
採集,さいしゅう,N1
サイズ,サイズ,N1
再生,さいせい,N1
財政,ざいせい,N1
最善,さいぜん,N1
採択,さいたく,N1
栽培,さいばい,N1
再発,さいはつ,N1
細胞,さいぼう,N1
採用,さいよう,N1
遮る,さえぎる,N1
囀る,さえずる,N1
冴える,さえる,N1
竿,さお,N1
栄える,さかえる,N1
差額,さがく,N1
杯,さかずき,N1
逆立ち,さかだち,N1
盛る,さかる,N1
詐欺,さぎ,N1
先に,さきに,N1
柵,さく,N1
策,さく,N1
削減,さくげん,N1
削減,さくげん,N1
錯誤,さくご,N1
作戦,さくせん,N1
作物,さくぶつ,N1
叫び,さけび,N1
捧げる,ささげる,N1
些事,さじ,N1
差し掛かる,さしかかる,N1
指図,さしず,N1
差し出す,さしだす,N1
差し支える,さしつかえる,N1
差し引く,さしひく,N1
授ける,さずける,N1
嘸,さぞ,N1
定まる,さだまる,N1
定める,さだめる,N1
定める,さだめる,N1
座談会,ざだんかい,N1
冊,さつ,N1
雑,ざつ,N1
錯覚,さっかく,N1
早急,さっきゅう,N1
殺人,さつじん,N1
察する,さっする,N1
雑談,ざつだん,N1
颯と,さっと,N1
悟る,さとる,N1
裁く,さばく,N1
座標,ざひょう,N1
然程,さほど,N1
サボる,サボる,N1
様,さま,N1
寒気,さむけ,N1
侍,さむらい,N1
然も,さも,N1
障る,さわる,N1
障る,さわる,N1
さん,さん,N1
サン,サン,N1
酸,さん,N1
酸化,さんか,N1
山岳,さんがく,N1
サンキュー,サンキュー,N1
産休,さんきゅう,N1
残金,ざんきん,N1
産後,さんご,N1
残酷,ざんこく,N1
産出,さんしゅつ,N1
参照,さんしょう,N1
参上,さんじょう,N1
残高,ざんだか,N1
サンタクロース,サンタクロース,N1
桟橋,さんばし,N1
賛美,さんび,N1
賛美,さんび,N1
山腹,さんぷく,N1
産婦人科,さんふじんか,N1
産物,さんぶつ,N1
山脈,さんみゃく,N1
死,し,N1
秭,し,N1
次,じ,N1
シート,シート,N1
Ｇパン,ジーパン,N1
仕上がり,しあがり,N1
仕上げ,しあげ,N1
仕上げる,しあげる,N1
飼育,しいく,N1
強いて,しいて,N1
強いる,しいる,N1
強いる,しいる,N1
仕入れる,しいれる,N1
歯科,しか,N1
市街,しがい,N1
視覚,しかく,N1
視覚,しかく,N1
自覚,じかく,N1
仕掛け,しかけ,N1
仕掛け,しかけ,N1
仕掛け,しかけ,N1
然しながら,しかしながら,N1
地方,じかた,N1
指揮,しき,N1
磁器,じき,N1
色彩,しきさい,N1
色彩,しきさい,N1
式場,しきじょう,N1
仕来たり,しきたり,N1
事業,じぎょう,N1
仕切る,しきる,N1
資金,しきん,N1
軸,じく,N1
しくじる,しくじる,N1
死刑,しけい,N1
湿気る,しける,N1
自己,じこ,N1
嗜好,しこう,N1
思考,しこう,N1
施行,しこう,N1
地獄,じごく,N1
時刻表,じこくひょう,N1
時差,じさ,N1
自在,じざい,N1
視察,しさつ,N1
視察,しさつ,N1
資産,しさん,N1
指示,しじ,N1
