Original,Furigana,Level
家庭,かてい,N5
角,かど,N5
鞄,かばん,N5
花瓶,かびん,N5
紙,かみ,N5
カメラ,カメラ,N5
火曜日,かようび,N5
辛い,からい,N5
体,からだ,N5
借りる,かりる,N5
軽い,かるい,N5
咖哩,カレー,N5
カレンダー,カレンダー,N5
川,かわ,N5
可愛い,かわいい,N5
漢字,かんじ,N5
木,き,N5
黄色,きいろ,N5
黄色い,きいろい,N5
消える,きえる,N5
聞く,きく,N5
北,きた,N5
ギター,ギター,N5
汚い,きたない,N5
喫茶店,きっさてん,N5
切手,きって,N5
切符,きっぷ,N5
昨日,きのう,N5
牛肉,ぎゅうにく,N5
牛乳,ぎゅうにゅう,N5
今日,きょう,N5
教室,きょうしつ,N5
兄弟,きょうだい,N5
去年,きょねん,N5
嫌い,きらい,N5
切る,きる,N5
着る,きる,N5
綺麗,きれい,N5
キロ,キロ,N5
瓩,キログラム,N5
粁,キロメートル,N5
銀行,ぎんこう,N5
金曜日,きんようび,N5
薬,くすり,N5
下さい,ください,N5
果物,くだもの,N5
口,くち,N5
靴,くつ,N5
靴下,くつした,N5
国,くに,N5
曇り,くもり,N5
曇る,くもる,N5
暗い,くらい,N5
クラス,クラス,N5
瓦,グラム,N5
来る,くる,N5
車,くるま,N5
黒,くろ,N5
黒い,くろい,N5
警官,けいかん,N5
今朝,けさ,N5
消す,けす,N5
結構,けっこう,N5
結婚,けっこん,N5
月曜日,げつようび,N5
玄関,げんかん,N5
元気,げんき,N5
五,ご,N5
コート,コート,N5
珈琲,コーヒー,N5
公園,こうえん,N5
交差点,こうさてん,N5
紅茶,こうちゃ,N5
交番,こうばん,N5
声,こえ,N5
此処,ここ,N5
午後,ごご,N5
九日,ここのか,N5
九つ,ここのつ,N5
午前,ごぜん,N5
答える,こたえる,N5
此方,こちら,N5
コップ,コップ,N5
今年,ことし,N5
言葉,ことば,N5
子供,こども,N5
此の,この,N5
ご飯,ごはん,N5
コピー,コピー,N5
困る,こまる,N5
此れ,これ,N5
今月,こんげつ,N5
今週,こんしゅう,N5
こんな,こんな,N5
今晩,こんばん,N5
さあ,さあ,N5
財布,さいふ,N5
魚,さかな,N5
先,さき,N5
咲く,さく,N5
差す,さす,N5
雑誌,ざっし,N5
砂糖,さとう,N5
寒い,さむい,N5
再来年,さらいねん,N5
三,さん,N5
三,サン,N5
散歩,さんぽ,N5
四,し,N5
塩,しお,N5
然し,しかし,N5
時間,じかん,N5
仕事,しごと,N5
辞書,じしょ,N5
静か,しずか,N5
下,した,N5
七,しち,N5
質問,しつもん,N5
自転車,じてんしゃ,N5
自動車,じどうしゃ,N5
死ぬ,しぬ,N5
字引,じびき,N5
自分,じぶん,N5
閉まる,しまる,N5
締める,しめる,N5
閉める,しめる,N5
じゃあ,じゃあ,N5
写真,しゃしん,N5
シャツ,シャツ,N5
シャワー,シャワー,N5
十,じゅう,N5
授業,じゅぎょう,N5
宿題,しゅくだい,N5
上手,じょうず,N5
丈夫,じょうぶ,N5
醤油,しょうゆ,N5
食堂,しょくどう,N5
知る,しる,N5
白,しろ,N5
白い,しろい,N5
新聞,しんぶん,N5
水曜日,すいようび,N5
吸う,すう,N5
スカート,スカート,N5
好き,すき,N5
少ない,すくない,N5
直ぐに,すぐに,N5
少し,すこし,N5
涼しい,すずしい,N5
ストーブ,ストーブ,N5
スプーン,スプーン,N5
スポーツ,スポーツ,N5
ズボン,ズボン,N5
住む,すむ,N5
スリッパ,スリッパ,N5
為る,する,N5
座る,すわる,N5
背,せ,N5
セーター,セーター,N5
生徒,せいと,N5
石鹸,せっけん,N5
背広,せびろ,N5
狭い,せまい,N5
千,せん,N5
先月,せんげつ,N5
先週,せんしゅう,N5
先生,せんせい,N5
洗濯,せんたく,N5
全部,ぜんぶ,N5
掃除,そうじ,N5
然うして,そうして,N5
其処,そこ,N5
然して,そして,N5
其方,そちら,N5
外,そと,N5
其の,その,N5
側,そば,N5
空,そら,N5
其れ,それ,N5
其れから,それから,N5
其れでは,それでは,N5
大学,だいがく,N5
大使館,たいしかん,N5
大丈夫,だいじょうぶ,N5
大好き,だいすき,N5
大切,たいせつ,N5
台所,だいどころ,N5
大変,たいへん,N5
高い,たかい,N5
沢山,たくさん,N5
タクシー,タクシー,N5
出す,だす,N5
立つ,たつ,N5
縦,たて,N5
建物,たてもの,N5
楽しい,たのしい,N5
頼む,たのむ,N5
煙草,たばこ,N5
多分,たぶん,N5
食べ物,たべもの,N5
食べる,たべる,N5
卵,たまご,N5
誰,だれ,N5
誰か,だれか,N5
誕生日,たんじょうび,N5
段々,だんだん,N5
小さい,ちいさい,N5
小さな,ちいさな,N5
近い,ちかい,N5
違う,ちがう,N5
近く,ちかく,N5
地下鉄,ちかてつ,N5
地図,ちず,N5
茶色,ちゃいろ,N5
茶碗,ちゃわん,N5
丁度,ちょうど,N5
一寸,ちょっと,N5
一日,ついたち,N5
使う,つかう,N5
疲れる,つかれる,N5
次,つぎ,N5
着く,つく,N5
机,つくえ,N5
作る,つくる,N5
付ける,つける,N5
勤める,つとめる,N5
詰らない,つまらない,N5
冷たい,つめたい,N5
強い,つよい,N5
手,て,N5
テープ,テープ,N5
テーブル,テーブル,N5
テープレコーダー,テープレコーダー,N5
出かける,でかける,N5
手紙,てがみ,N5
出来る,できる,N5
出口,でぐち,N5
テスト,テスト,N5
では,では,N5
デパート,デパート,N5
でも,でも,N5
出る,でる,N5
テレビ,テレビ,N5
天気,てんき,N5
電気,でんき,N5
電車,でんしゃ,N5
電話,でんわ,N5
戸,と,N5
ドア,ドア,N5
トイレ,トイレ,N5
如何,どう,N5
如何して,どうして,N5
どうぞ,どうぞ,N5
動物,どうぶつ,N5
どうも,どうも,N5
遠い,とおい,N5
十日,とおか,N5
時々,ときどき,N5
時計,とけい,N5
何処,どこ,N5
所,ところ,N5
年,とし,N5
図書館,としょかん,N5
何方,どちら,N5
迚も,とても,N5
何方,どなた,N5
隣,となり,N5
何の,どの,N5
飛ぶ,とぶ,N5
止まる,とまる,N5
友達,ともだち,N5
土曜日,どようび,N5
鳥,とり,N5
鳥肉,とりにく,N5
取る,とる,N5
撮る,とる,N5
何れ,どれ,N5
ナイフ,ナイフ,N5
中,なか,N5
長い,ながい,N5
鳴く,なく,N5
無くす,なくす,N5
何故,なぜ,N5
夏,なつ,N5
夏休み,なつやすみ,N5
等,など,N5
七つ,ななつ,N5
何,なに,N5
七日,なのか,N5
名前,なまえ,N5
習う,ならう,N5
並ぶ,ならぶ,N5
並べる,ならべる,N5
成る,なる,N5
二,に,N5
賑やか,にぎやか,N5
肉,にく,N5
西,にし,N5
日曜日,にちようび,N5
荷物,にもつ,N5
ニュース,ニュース,N5
庭,にわ,N5
脱ぐ,ぬぐ,N5
温い,ぬるい,N5
ネクタイ,ネクタイ,N5
猫,ねこ,N5
寝る,ねる,N5
ノート,ノート,N5
上る,のぼる,N5
飲み物,のみもの,N5
飲む,のむ,N5
乗る,のる,N5
歯,は,N5
歯,は,N5
パーティ,パーティ,N5
はい,はい,N5
灰皿,はいざら,N5
入る,はいる,N5
葉書,はがき,N5
箱,はこ,N5
橋,はし,N5
箸,はし,N5
始まる,はじまる,N5
始め,はじめ,N5
初めて,はじめて,N5
走る,はしる,N5
バス,バス,N5
バター,バター,N5
二十歳,はたち,N5
働く,はたらく,N5
八,はち,N5
二十日,はつか,N5
花,はな,N5
鼻,はな,N5
話,はなし,N5
話す,はなす,N5
早い,はやい,N5
張る,はる,N5
春,はる,N5
晴れ,はれ,N5
晴れる,はれる,N5
半,はん,N5
晩,ばん,N5
パン,パン,N5
ハンカチ,ハンカチ,N5
番号,ばんごう,N5
晩御飯,ばんごはん,N5
半分,はんぶん,N5
東,ひがし,N5
引く,ひく,N5
弾く,ひく,N5
低い,ひくい,N5
飛行機,ひこうき,N5
左,ひだり,N5
人,ひと,N5
一つ,ひとつ,N5
一月,ひとつき,N5
一人,ひとり,N5
暇,ひま,N5
百,ひゃく,N5
病院,びょういん,N5
病気,びょうき,N5
昼,ひる,N5
昼ご飯,ひるごはん,N5
広い,ひろい,N5
プール,プール,N5
フィルム,フィルム,N5
封筒,ふうとう,N5
フォーク,フォーク,N5
吹く,ふく,N5
服,ふく,N5
二つ,ふたつ,N5
豚肉,ぶたにく,N5
二人,ふたり,N5
二日,ふつか,N5
太い,ふとい,N5
冬,ふゆ,N5
降る,ふる,N5
古い,ふるい,N5
風呂,ふろ,N5
文章,ぶんしょう,N5
頁,ページ,N5
下手,へた,N5
ベッド,ベッド,N5
ＰＥＴ,ペット,N5
ペット,ペット,N5
部屋,へや,N5
辺,へん,N5
ペン,ペン,N5
勉強,べんきょう,N5
便利,べんり,N5
ボールペン,ボールペン,N5
帽子,ぼうし,N5
他,ほか,N5
ポケット,ポケット,N5
欲しい,ほしい,N5
ポスト,ポスト,N5
細い,ほそい,N5
ボタン,ボタン,N5
ホテル,ホテル,N5
本,ほん,N5
本棚,ほんだな,N5
本当,ほんとう,N5
毎朝,まいあさ,N5
毎週,まいしゅう,N5
毎月,まいつき,N5
毎年,まいとし,N5
毎日,まいにち,N5
毎晩,まいばん,N5
前,まえ,N5
曲がる,まがる,N5
不味い,まずい,N5
又,また,N5
未だ,まだ,N5
町,まち,N5
待つ,まつ,N5
真っ直ぐ,まっすぐ,N5
マッチ,マッチ,N5
燐寸,マッチ,N5
窓,まど,N5
丸い,まるい,N5
万,まん,N5
万年筆,まんねんひつ,N5
磨く,みがく,N5
右,みぎ,N5
短い,みじかい,N5
水,みず,N5
店,みせ,N5
見せる,みせる,N5
道,みち,N5
三日,みっか,N5
三つ,みっつ,N5
緑,みどり,N5
皆さん,みなさん,N5
南,みなみ,N5
耳,みみ,N5
見る,みる,N5
皆,みんな,N5
六日,むいか,N5
向こう,むこう,N5
難しい,むずかしい,N5
六つ,むっつ,N5
村,むら,N5
目,め,N5
米,メートル,N5
眼鏡,めがね,N5
もう,もう,N5
もう一度,もういちど,N5
木曜日,もくようび,N5
持つ,もつ,N5
もっと,もっと,N5
物,もの,N5
門,もん,N5
問題,もんだい,N5
八百屋,やおや,N5
野菜,やさい,N5
易しい,やさしい,N5
安い,やすい,N5
休み,やすみ,N5
休む,やすむ,N5
八つ,やっつ,N5
山,やま,N5
夕方,ゆうがた,N5
夕飯,ゆうはん,N5
郵便局,ゆうびんきょく,N5
夕べ,ゆうべ,N5
有名,ゆうめい,N5
雪,ゆき,N5
ゆっくり,ゆっくり,N5
良い,よい,N5
八日,ようか,N5
洋服,ようふく,N5
良く,よく,N5
横,よこ,N5
四日,よっか,N5
四つ,よっつ,N5
呼ぶ,よぶ,N5
読む,よむ,N5
より,より,N5
夜,よる,N5
弱い,よわい,N5
来月,らいげつ,N5
来週,らいしゅう,N5
来年,らいねん,N5
ラジオ,ラジオ,N5
ラジカセ,ラジカセ,N5
立派,りっぱ,N5
留学生,りゅうがくせい,N5
両親,りょうしん,N5
料理,りょうり,N5
旅行,りょこう,N5
零,れい,N5
冷蔵庫,れいぞうこ,N5
レコード,レコード,N5
レストラン,レストラン,N5
練習,れんしゅう,N5
廊下,ろうか,N5
六,ろく,N5
Ｙシャツ,ワイシャツ,N5
若い,わかい,N5
分かる,わかる,N5
忘れる,わすれる,N5
私,わたし,N5
渡す,わたす,N5
渡る,わたる,N5
悪い,わるい,N5
開く,あく,N5
上げる,あげる,N5
明日,あした,N5
降りる,おりる,N5
掛ける,かける,N5
皆,みんな,N5
開ける,あける,N5
明後日,あさって,N5
暖かい,あたたかい,N5
浴びる,あびる,N5
余り,あまり,N5
有る,ある,N5
否,いいえ,N5
言う,いう,N5
幾つ,いくつ,N5
幾ら,いくら,N5
椅子,いす,N5
一番,いちばん,N5
何時も,いつも,N5
後ろ,うしろ,N5
お腹,おなか,N5
掛かる,かかる,N5
鍵,かぎ,N5
体,からだ,N5
川,かわ,N5
今日,きょう,N5
キロ,キロ,N5
曇り,くもり,N5
此処,ここ,N5
此の,この,N5
コピー,コピー,N5
魚,さかな,N5
散歩,さんぽ,N5
四,し,N5
七,しち,N5
十,じゅう,N5
為る,する,N5
然して,そして,N5
其の,その,N5
側,そば,N5
其れ,それ,N5
縦,たて,N5
多分,たぶん,N5
誰か,だれか,N5
付ける,つける,N5
出来る,できる,N5
では,では,N5
でも,でも,N5
何れ,どれ,N5
等,など,N5
何,なに,N5
成る,なる,N5
上る,のぼる,N5
二十歳,はたち,N5
張る,はる,N5
一人,ひとり,N5
風呂,ふろ,N5
勉強,べんきょう,N5
他,ほか,N5
本当,ほんとう,N5
又,また,N5
未だ,まだ,N5
町,まち,N5
真っ直ぐ,まっすぐ,N5
丸い,まるい,N5
皆,みんな,N5
夕べ,ゆうべ,N5
ゆっくり,ゆっくり,N5
良い,よい,N5
夜,よる,N5
立派,りっぱ,N5
練習,れんしゅう,N5
会う,あう,N5
上げる,あげる,N5
有る,ある,N5
一昨年,いっさくねん,N5
奥さん,おくさん,N5
一昨日,おととい,N5
伯母さん,おばさん,N5
再来年,さらいねん,N5
醤油,しょうゆ,N5
石鹸,せっけん,N5
然うして,そうして,N5
立つ,たつ,N5
茶碗,ちゃわん,N5
作る,つくる,N5
付ける,つける,N5
勤める,つとめる,N5
出かける,でかける,N5
飛ぶ,とぶ,N5
止まる,とまる,N5
長い,ながい,N5
無くす,なくす,N5
上る,のぼる,N5
箸,はし,N5
ペン,ペン,N5
丸い,まるい,N5
分かる,わかる,N5
明るい,あかるい,N5
明後日,あさって,N5
彼処,あそこ,N5
彼方,あちら,N5
貴方,あなた,N5
余り,あまり,N5
否,いいえ,N5
行く,いく,N5
一日,いちにち,N5
何時,いつ,N5
何時も,いつも,N5
入口,いりぐち,N5
色々,いろいろ,N5
煩い,うるさい,N5
美味しい,おいしい,N5
お手洗い,おてあらい,N5
弟,おとうと,N5
お祖母さん,おばあさん,N5
お巡りさん,おまわりさん,N5
面白い,おもしろい,N5
終わる,おわる,N5
体,からだ,N5
可愛い,かわいい,N5
黄色,きいろ,N5
綺麗,きれい,N5
此の,この,N5
此れ,これ,N5
三,さん,N5
塩,しお,N5
然し,しかし,N5
然うして,そうして,N5
其処,そこ,N5
然して,そして,N5
其方,そちら,N5
其れ,それ,N5
其れから,それから,N5
其れでは,それでは,N5
沢山,たくさん,N5
煙草,たばこ,N5
誰,だれ,N5
段々,だんだん,N5
丁度,ちょうど,N5
一寸,ちょっと,N5
作る,つくる,N5
詰らない,つまらない,N5
如何,どう,N5
如何して,どうして,N5
何処,どこ,N5
何方,どちら,N5
迚も,とても,N5
何方,どなた,N5
何の,どの,N5
何れ,どれ,N5
何故,なぜ,N5
七日,なのか,N5
灰皿,はいざら,N5
始め,はじめ,N5
一人,ひとり,N5
暇,ひま,N5
二人,ふたり,N5
曲がる,まがる,N5
不味い,まずい,N5
未だ,まだ,N5
眼鏡,めがね,N5
門,もん,N5
良い,よい,N5
六,ろく,N5
明るい,あかるい,N5
明後日,あさって,N5
彼処,あそこ,N5
彼方,あちら,N5
貴方,あなた,N5
余り,あまり,N5
否,いいえ,N5
行く,いく,N5
一日,いちにち,N5
何時,いつ,N5
何時も,いつも,N5
入口,いりぐち,N5
色々,いろいろ,N5
煩い,うるさい,N5
美味しい,おいしい,N5
お手洗い,おてあらい,N5
弟,おとうと,N5
お祖母さん,おばあさん,N5
お巡りさん,おまわりさん,N5
面白い,おもしろい,N5
終わる,おわる,N5
体,からだ,N5
可愛い,かわいい,N5
黄色,きいろ,N5
綺麗,きれい,N5
此の,この,N5
此れ,これ,N5
三,さん,N5
塩,しお,N5
然し,しかし,N5
然うして,そうして,N5
其処,そこ,N5
然して,そして,N5
其方,そちら,N5
其れ,それ,N5
其れから,それから,N5
其れでは,それでは,N5
沢山,たくさん,N5
煙草,たばこ,N5
誰,だれ,N5
段々,だんだん,N5
丁度,ちょうど,N5
一寸,ちょっと,N5
作る,つくる,N5
詰らない,つまらない,N5
如何,どう,N5
如何して,どうして,N5
何処,どこ,N5
何方,どちら,N5
迚も,とても,N5
何方,どなた,N5
何の,どの,N5
何れ,どれ,N5
何故,なぜ,N5
七日,なのか,N5
灰皿,はいざら,N5
始め,はじめ,N5
一人,ひとり,N5
暇,ひま,N5
二人,ふたり,N5
曲がる,まがる,N5
不味い,まずい,N5
未だ,まだ,N5
眼鏡,めがね,N5
門,もん,N5
良い,よい,N5
六,ろく,N5
